group,mode,epsilon,command,direction,target,lower,upper,gap,pointwise_tolerance_met,report,coefficients,source_snapshot,candidate_npz,input_coefficients,dual_input_candidate_npz
B3,chiral,0.006,boundary,"[16.830483703417656, 63.11455827701259]","[0.1819742968796622, -0.011496617848823177]",2.3371114808659468,2.3375916518282027,0.00048017096225594363,True,results/runs/stage_B3_pv_M50_eps006_parallel_003_20260907/report.json,results/runs/stage_B3_pv_M50_eps006_parallel_003_20260907/coefficients.json,results/runs/stage_B3_pv_M50_eps006_parallel_003_20260907/source.json,results/runs/stage_B3_pv_M50_eps006_parallel_003_20260907/candidate.npz,results/runs/stage_B3_pv_M50_eps006_adaptive_011_20260907/center_first_coefficients.json,
B3,chiral,0.006,boundary,"[7.58066017358492, -71.23889314244877]","[0.18176769129215187, -0.011969986736500763]",2.230647704261,2.2311266144695607,0.00047891020856072336,True,results/runs/stage_B3_pv_M50_eps006_adaptive_017_20260907/report.json,results/runs/stage_B3_pv_M50_eps006_adaptive_017_20260907/coefficients.json,results/runs/stage_B3_pv_M50_eps006_adaptive_017_20260907/source.json,results/runs/stage_B3_pv_M50_eps006_adaptive_017_20260907/candidate.npz,results/runs/stage_B3_pv_M50_eps006_adaptive_010_20260907/center_first_coefficients.json,
B3,chiral,0.006,boundary,"[12.460986241717242, 165.7744153712398]","[0.13431836347165688, -0.00691354813386132]",0.5276498791985055,0.5280913260256227,0.0004414468271172201,True,results/runs/stage_B3_pv_M50_eps006_parallel_004_20260907/report.json,results/runs/stage_B3_pv_M50_eps006_parallel_004_20260907/coefficients.json,results/runs/stage_B3_pv_M50_eps006_parallel_004_20260907/source.json,results/runs/stage_B3_pv_M50_eps006_parallel_004_20260907/candidate.npz,results/runs/stage_B3_pv_M50_eps006_adaptive_012_20260907/center_first_coefficients.json,
B3,chiral,0.006,boundary,"[-11.95033904635078, -166.33390298081986]","[-0.008114194921189753, -0.002195928750717041]",0.46222478017095625,0.4626593070280807,0.0004345268571244732,True,results/runs/stage_B3_pv_M50_eps006_parallel_005_20260907/report.json,results/runs/stage_B3_pv_M50_eps006_parallel_005_20260907/coefficients.json,results/runs/stage_B3_pv_M50_eps006_parallel_005_20260907/source.json,results/runs/stage_B3_pv_M50_eps006_parallel_005_20260907/candidate.npz,results/runs/stage_B3_pv_M50_eps006_adaptive_015_20260907/center_first_coefficients.json,
B3,chiral,0.006,boundary,"[-1.7850931304584048, -139.22923077186195]","[0.17596381450790846, -0.012076556233054883]",1.3672978382140413,1.367760053836751,0.0004622156227096497,True,results/runs/stage_B3_pv_M50_eps006_adaptive_018_20260907/report.json,results/runs/stage_B3_pv_M50_eps006_adaptive_018_20260907/coefficients.json,results/runs/stage_B3_pv_M50_eps006_adaptive_018_20260907/source.json,results/runs/stage_B3_pv_M50_eps006_adaptive_018_20260907/candidate.npz,results/runs/stage_B3_pv_M50_eps006_adaptive_005_20260907/center_first_coefficients.json,
B3,chiral,0.006,boundary,"[-1.7850931304578233, -139.22923077185888]","[0.1759638145158707, -0.012076556233120053]",1.3672978382089669,1.3677600617982637,0.00046222358929681745,True,results/runs/stage_B3_pv_M50_eps006_parallel_006_20260907/report.json,results/runs/stage_B3_pv_M50_eps006_parallel_006_20260907/coefficients.json,results/runs/stage_B3_pv_M50_eps006_parallel_006_20260907/source.json,results/runs/stage_B3_pv_M50_eps006_parallel_006_20260907/candidate.npz,results/runs/stage_B3_pv_M50_eps006_adaptive_005_20260907/center_first_coefficients.json,
B3,chiral,0.006,boundary,"[17.07194579753484, 133.33554673871143]","[0.17755188658541282, -0.010777270002862343]",1.5941629958538561,1.5946385106875687,0.0004755148337125537,True,results/runs/stage_B3_pv_M50_eps006_parallel_007_20260907/report.json,results/runs/stage_B3_pv_M50_eps006_parallel_007_20260907/coefficients.json,results/runs/stage_B3_pv_M50_eps006_parallel_007_20260907/source.json,results/runs/stage_B3_pv_M50_eps006_parallel_007_20260907/candidate.npz,results/runs/stage_B3_pv_M50_eps006_adaptive_006_20260907/center_first_coefficients.json,
B3,chiral,0.004,boundary,"[1.0, 0.0]","[0.14749075580901577, -0.009526834695232142]",0.14749075580901572,0.14753913953107473,4.838372205900888e-05,True,results/runs/stage_B3_pv_M50_eps004_x_20260907/report.json,results/runs/stage_B3_pv_M50_eps004_x_20260907/coefficients.json,results/runs/stage_B3_pv_M50_eps004_x_20260907/source.json,results/runs/stage_B3_pv_M50_eps004_x_20260907/candidate.npz,,
B3,chiral,0.004,boundary,"[16.666666666666668, 250.0]","[0.04159757586887575, -0.0012300204247619412]",0.38578782495744374,0.38622154186286506,0.00043371690542132196,True,results/runs/stage_B3_pv_M50_eps004_strip_plus_20260907/report.json,results/runs/stage_B3_pv_M50_eps004_strip_plus_20260907/coefficients.json,results/runs/stage_B3_pv_M50_eps004_strip_plus_20260907/source.json,results/runs/stage_B3_pv_M50_eps004_strip_plus_20260907/candidate.npz,,
B3,chiral,0.004,boundary,"[-16.666666666666668, -250.0]","[0.01327943154493833, -0.0027978295814366267]",0.47813353627685107,0.4785758257703116,0.00044228949346053486,True,results/runs/stage_B3_pv_M50_eps004_strip_minus_20260907/report.json,results/runs/stage_B3_pv_M50_eps004_strip_minus_20260907/coefficients.json,results/runs/stage_B3_pv_M50_eps004_strip_minus_20260907/source.json,results/runs/stage_B3_pv_M50_eps004_strip_minus_20260907/candidate.npz,,
B3,chiral,0.004,boundary,"[-11.995818443395432, -239.25894715384356]","[0.017440272914168095, -0.003067651947037675]",0.5247528276010448,894898.5104703961,894897.9857175687,False,results/runs/stage_B3_pv_M50_eps004_adaptive_001_20260907/report.json,results/runs/stage_B3_pv_M50_eps004_adaptive_001_20260907/coefficients.json,results/runs/stage_B3_pv_M50_eps004_adaptive_001_20260907/source.json,results/runs/stage_B3_pv_M50_eps004_adaptive_001_20260907/candidate.npz,results/runs/stage_B3_pv_M50_eps004_strip_minus_20260907/coefficients.json,
B3,chiral,0.004,boundary,"[-11.854459867405483, -238.68007615121584]","[0.09736197588333742, -0.007763705883383936]",0.6988682757413962,0.6993207100996294,0.00045243435823316697,True,results/runs/stage_B3_pv_M50_eps004_adaptive_002_20260907/report.json,results/runs/stage_B3_pv_M50_eps004_adaptive_002_20260907/coefficients.json,results/runs/stage_B3_pv_M50_eps004_adaptive_002_20260907/source.json,results/runs/stage_B3_pv_M50_eps004_adaptive_002_20260907/candidate.npz,,
B3,chiral,0.004,boundary,"[6.112945172013477, 206.73128303891585]","[-0.11424054800168833, 0.008156971726667869]",0.9879550244111147,0.9884084438994291,0.0004534194883143439,True,results/runs/stage_B3_pv_M50_eps004_adaptive_003_20260907/report.json,results/runs/stage_B3_pv_M50_eps004_adaptive_003_20260907/coefficients.json,results/runs/stage_B3_pv_M50_eps004_adaptive_003_20260907/source.json,results/runs/stage_B3_pv_M50_eps004_adaptive_003_20260907/candidate.npz,,
B3,chiral,0.004,boundary,"[19.153335948658338, 244.45619534764944]","[0.11993830783424368, -0.006698825812741656]",0.6596492315834183,0.6601084956131283,0.00045926402971008257,True,results/runs/stage_B3_pv_M50_eps004_adaptive_004_20260907/report.json,results/runs/stage_B3_pv_M50_eps004_adaptive_004_20260907/coefficients.json,results/runs/stage_B3_pv_M50_eps004_adaptive_004_20260907/source.json,results/runs/stage_B3_pv_M50_eps004_adaptive_004_20260907/candidate.npz,,
B3,chiral,0.004,boundary,"[-7.615096616582247, -216.51027414456104]","[0.13725319010093484, -0.009534208796257734]",1.019057856676498,1.019517533158287,0.0004596764817890176,True,results/runs/stage_B3_pv_M50_eps004_adaptive_005_20260907/report.json,results/runs/stage_B3_pv_M50_eps004_adaptive_005_20260907/coefficients.json,results/runs/stage_B3_pv_M50_eps004_adaptive_005_20260907/source.json,results/runs/stage_B3_pv_M50_eps004_adaptive_005_20260907/candidate.npz,results/runs/stage_B3_pv_M50_eps004_adaptive_004_20260907/center_first_coefficients.json,
B3,chiral,0.004,boundary,"[21.421974384960382, 208.70791404259566]","[0.14015569654543483, -0.008458775459146252]",1.2369983598694712,1.2374741444333506,0.0004757845638794223,True,results/runs/stage_B3_pv_M50_eps004_adaptive_006_20260907/report.json,results/runs/stage_B3_pv_M50_eps004_adaptive_006_20260907/coefficients.json,results/runs/stage_B3_pv_M50_eps004_adaptive_006_20260907/source.json,results/runs/stage_B3_pv_M50_eps004_adaptive_006_20260907/candidate.npz,results/runs/stage_B3_pv_M50_eps004_adaptive_004_20260907/center_first_coefficients.json,
B3,chiral,0.004,boundary,"[-14.537586400359826, -247.413824016293]","[0.05962962215584642, -0.005714373051452651]",0.5469441044041256,0.5473921883865831,0.0004480839824575478,True,results/runs/stage_B3_pv_M50_eps004_adaptive_007_20260907/report.json,results/runs/stage_B3_pv_M50_eps004_adaptive_007_20260907/coefficients.json,results/runs/stage_B3_pv_M50_eps004_adaptive_007_20260907/source.json,results/runs/stage_B3_pv_M50_eps004_adaptive_007_20260907/candidate.npz,results/runs/stage_B3_pv_M50_eps004_adaptive_005_20260907/center_first_coefficients.json,
B3,chiral,0.004,boundary,"[14.955325262047252, 248.2807903867799]","[-0.045265544482564965, 0.004287376058430472]",0.3875121755720471,0.3879508082578167,0.0004386326857696022,True,results/runs/stage_B3_pv_M50_eps004_adaptive_008_20260907/report.json,results/runs/stage_B3_pv_M50_eps004_adaptive_008_20260907/coefficients.json,results/runs/stage_B3_pv_M50_eps004_adaptive_008_20260907/source.json,results/runs/stage_B3_pv_M50_eps004_adaptive_008_20260907/candidate.npz,results/runs/stage_B3_pv_M50_eps004_adaptive_004_20260907/center_first_coefficients.json,
B3,chiral,0.004,boundary,"[-20.25396073887385, -235.767366884929]","[-0.06924385934958986, 0.0033999446307116992]",0.6008664155372463,0.6013135674720186,0.00044715193477229414,True,results/runs/stage_B3_pv_M50_eps004_adaptive_009_20260907/report.json,results/runs/stage_B3_pv_M50_eps004_adaptive_009_20260907/coefficients.json,results/runs/stage_B3_pv_M50_eps004_adaptive_009_20260907/source.json,results/runs/stage_B3_pv_M50_eps004_adaptive_009_20260907/candidate.npz,results/runs/stage_B3_pv_M50_eps004_adaptive_007_20260907/center_first_coefficients.json,
B3,chiral,0.004,boundary,"[0.11330634838594461, -157.30475928097772]","[0.1449228665446944, -0.009712832805638425]",1.5442955072331384,1.5447666882033153,0.0004711809701769543,True,results/runs/stage_B3_pv_M50_eps004_adaptive_010_20260907/report.json,results/runs/stage_B3_pv_M50_eps004_adaptive_010_20260907/coefficients.json,results/runs/stage_B3_pv_M50_eps004_adaptive_010_20260907/source.json,results/runs/stage_B3_pv_M50_eps004_adaptive_010_20260907/candidate.npz,results/runs/stage_B3_pv_M50_eps004_adaptive_005_20260907/center_first_coefficients.json,
B3,chiral,0.004,boundary,"[20.69533220632011, 142.12834184100043]","[0.14563130478412797, -0.009100296646506049]",1.7204781595182617,1.7209608753173469,0.0004827157990852094,True,results/runs/stage_B3_pv_M50_eps004_adaptive_011_20260907/report.json,results/runs/stage_B3_pv_M50_eps004_adaptive_011_20260907/coefficients.json,results/runs/stage_B3_pv_M50_eps004_adaptive_011_20260907/source.json,results/runs/stage_B3_pv_M50_eps004_adaptive_011_20260907/candidate.npz,results/runs/stage_B3_pv_M50_eps004_adaptive_006_20260907/center_first_coefficients.json,
B3,chiral,0.004,boundary,"[-10.27196390598828, -231.43769469663943]","[0.11802862193272153, -0.008736179360374888]",0.8094954672550737,0.8099546297104725,0.00045916245539878725,True,results/runs/stage_B3_pv_M50_eps004_parallel_001_20260907/report.json,results/runs/stage_B3_pv_M50_eps004_parallel_001_20260907/coefficients.json,results/runs/stage_B3_pv_M50_eps004_parallel_001_20260907/source.json,results/runs/stage_B3_pv_M50_eps004_parallel_001_20260907/candidate.npz,results/runs/stage_B3_pv_M50_eps004_adaptive_005_20260907/center_first_coefficients.json,
B3,chiral,0.004,boundary,"[17.423126261789015, 249.58658566890583]","[0.0908397960682702, -0.004575035677530646]",0.4408457024243335,0.44128212586220195,0.00043642343786842735,True,results/runs/stage_B3_pv_M50_eps004_adaptive_012_20260907/report.json,results/runs/stage_B3_pv_M50_eps004_adaptive_012_20260907/coefficients.json,results/runs/stage_B3_pv_M50_eps004_adaptive_012_20260907/source.json,results/runs/stage_B3_pv_M50_eps004_adaptive_012_20260907/candidate.npz,results/runs/stage_B3_pv_M50_eps004_adaptive_004_20260907/center_first_coefficients.json,
B3,chiral,0.004,boundary,"[15.853193406171982, 249.58471826157452]","[-0.0023748001431779615, 0.0016329711088480638]",0.3699164681603297,0.37035825375820464,0.00044178559787494415,True,results/runs/stage_B3_pv_M50_eps004_adaptive_013_20260907/report.json,results/runs/stage_B3_pv_M50_eps004_adaptive_013_20260907/coefficients.json,results/runs/stage_B3_pv_M50_eps004_adaptive_013_20260907/source.json,results/runs/stage_B3_pv_M50_eps004_adaptive_013_20260907/candidate.npz,results/runs/stage_B3_pv_M50_eps004_adaptive_008_20260907/center_first_coefficients.json,
B3,chiral,0.004,boundary,"[-18.55526318741049, -247.0631115663754]","[-0.0303940202605935, 0.0002956534146272278]",0.4909239926957724,0.491372699188931,0.0004487064931585905,True,results/runs/stage_B3_pv_M50_eps004_parallel_002_20260907/report.json,results/runs/stage_B3_pv_M50_eps004_parallel_002_20260907/coefficients.json,results/runs/stage_B3_pv_M50_eps004_parallel_002_20260907/source.json,results/runs/stage_B3_pv_M50_eps004_parallel_002_20260907/candidate.npz,results/runs/stage_B3_pv_M50_eps004_adaptive_009_20260907/center_first_coefficients.json,
B3,chiral,0.004,boundary,"[20.38615051767818, 234.18552353627894]","[0.131321665310039, -0.00763385722148698]",0.8894043852274797,0.8898739708806646,0.0004695856531848897,True,results/runs/stage_B3_pv_M50_eps004_adaptive_014_20260907/report.json,results/runs/stage_B3_pv_M50_eps004_adaptive_014_20260907/coefficients.json,results/runs/stage_B3_pv_M50_eps004_adaptive_014_20260907/source.json,results/runs/stage_B3_pv_M50_eps004_adaptive_014_20260907/candidate.npz,results/runs/stage_B3_pv_M50_eps004_adaptive_004_20260907/center_first_coefficients.json,
B3,chiral,0.004,boundary,"[-15.643000605472563, -249.35306354386145]","[0.03847186523862888, -0.0044277109550314355]",0.5022478799022745,0.5026900835158712,0.0004422036135967034,True,results/runs/stage_B3_pv_M50_eps004_parallel_003_20260907/report.json,results/runs/stage_B3_pv_M50_eps004_parallel_003_20260907/coefficients.json,results/runs/stage_B3_pv_M50_eps004_parallel_003_20260907/source.json,results/runs/stage_B3_pv_M50_eps004_parallel_003_20260907/candidate.npz,results/runs/stage_B3_pv_M50_eps004_adaptive_007_20260907/center_first_coefficients.json,
B3,chiral,0.004,boundary,"[-13.242764541372251, -243.8260238743326]","[0.0786315327535764, -0.006789710030911717]",0.6142091263140633,0.6146599343027658,0.0004508079887024508,True,results/runs/stage_B3_pv_M50_eps004_adaptive_015_20260907/report.json,results/runs/stage_B3_pv_M50_eps004_adaptive_015_20260907/coefficients.json,results/runs/stage_B3_pv_M50_eps004_adaptive_015_20260907/source.json,results/runs/stage_B3_pv_M50_eps004_adaptive_015_20260907/candidate.npz,results/runs/stage_B3_pv_M50_eps004_adaptive_007_20260907/center_first_coefficients.json,
B3,chiral,0.004,boundary,"[6.611633370526739, -91.28018728103618]","[0.14685220885861863, -0.009665699726896087]",1.8532198458985398,1.8536979131117377,0.00047806721319787476,True,results/runs/stage_B3_pv_M50_eps004_adaptive_016_20260907/report.json,results/runs/stage_B3_pv_M50_eps004_adaptive_016_20260907/coefficients.json,results/runs/stage_B3_pv_M50_eps004_adaptive_016_20260907/source.json,results/runs/stage_B3_pv_M50_eps004_adaptive_016_20260907/candidate.npz,results/runs/stage_B3_pv_M50_eps004_adaptive_010_20260907/center_first_coefficients.json,
B3,chiral,0.004,boundary,"[18.125348112530567, 248.33934698657484]","[0.10733849096342875, -0.005749148663122799]",0.5178076898572066,0.5182514725732007,0.00044378271599410107,True,results/runs/stage_B3_pv_M50_eps004_parallel_004_20260907/report.json,results/runs/stage_B3_pv_M50_eps004_parallel_004_20260907/coefficients.json,results/runs/stage_B3_pv_M50_eps004_parallel_004_20260907/source.json,results/runs/stage_B3_pv_M50_eps004_parallel_004_20260907/candidate.npz,results/runs/stage_B3_pv_M50_eps004_adaptive_012_20260907/center_first_coefficients.json,
B3,chiral,0.004,boundary,"[-17.65663507039803, -249.27442684381063]","[-0.00929309512757622, -0.001248826345028111]",0.4753852607264405,0.47583773831472764,0.00045247758828714796,True,results/runs/stage_B3_pv_M50_eps004_parallel_005_20260907/report.json,results/runs/stage_B3_pv_M50_eps004_parallel_005_20260907/coefficients.json,results/runs/stage_B3_pv_M50_eps004_parallel_005_20260907/source.json,results/runs/stage_B3_pv_M50_eps004_parallel_005_20260907/candidate.npz,results/runs/stage_B3_pv_M50_eps004_adaptive_007_20260907/center_first_coefficients.json,
B3,chiral,0.004,boundary,"[18.22905796793326, 79.4678004047869]","[0.1470373214188309, -0.009344149564710838]",1.937792843032586,1.9382743263361677,0.00048148330358177566,True,results/runs/stage_B3_pv_M50_eps004_adaptive_017_20260907/report.json,results/runs/stage_B3_pv_M50_eps004_adaptive_017_20260907/coefficients.json,results/runs/stage_B3_pv_M50_eps004_adaptive_017_20260907/source.json,results/runs/stage_B3_pv_M50_eps004_adaptive_017_20260907/candidate.npz,results/runs/stage_B3_pv_M50_eps004_adaptive_011_20260907/center_first_coefficients.json,
B3,chiral,0.004,boundary,"[-4.557376012633364, -195.68253769821013]","[0.14172568436701083, -0.009669105698722907]",1.2461779060900606,1.2466411861644104,0.0004632800743498145,True,results/runs/stage_B3_pv_M50_eps004_parallel_006_20260907/report.json,results/runs/stage_B3_pv_M50_eps004_parallel_006_20260907/coefficients.json,results/runs/stage_B3_pv_M50_eps004_parallel_006_20260907/source.json,results/runs/stage_B3_pv_M50_eps004_parallel_006_20260907/candidate.npz,results/runs/stage_B3_pv_M50_eps004_adaptive_005_20260907/center_first_coefficients.json,
B3,chiral,0.004,boundary,"[21.495769786086335, 183.4739311138785]","[0.1433065282233138, -0.008801666311357287]",1.465607821034325,1.4660868330801025,0.0004790120457773828,True,results/runs/stage_B3_pv_M50_eps004_adaptive_018_20260907/report.json,results/runs/stage_B3_pv_M50_eps004_adaptive_018_20260907/coefficients.json,results/runs/stage_B3_pv_M50_eps004_adaptive_018_20260907/source.json,results/runs/stage_B3_pv_M50_eps004_adaptive_018_20260907/candidate.npz,results/runs/stage_B3_pv_M50_eps004_adaptive_006_20260907/center_first_coefficients.json,
B3,chiral,0.002,boundary,"[1.0, 0.0]","[0.10588509849925654, -0.006854817981383333]",0.10588509849925651,0.10594017578424922,5.507728499271059e-05,True,results/runs/stage_B_pv_chiral_M50_barrier_20260907/report.json,results/runs/stage_B_pv_chiral_M50_barrier_20260907/coefficients.json,results/runs/stage_B_pv_chiral_M50_barrier_20260907/source.json,results/runs/stage_B_pv_chiral_M50_barrier_20260907/candidate.npz,results/runs/stage_B_FG_repaired_M50_v2_20260907/coefficients.json,
B3,chiral,0.002,boundary,"[33.333333333333336, 500.0]","[0.021181376400258713, -0.0005814023736492067]",0.41534469318402034,0.4210418356933367,0.005697142509316356,False,results/runs/stage_B3_pv_M50_eps002_strip_plus_20260907/report.json,results/runs/stage_B3_pv_M50_eps002_strip_plus_20260907/coefficients.json,results/runs/stage_B3_pv_M50_eps002_strip_plus_20260907/source.json,results/runs/stage_B3_pv_M50_eps002_strip_plus_20260907/candidate.npz,,
B3,chiral,0.002,boundary,"[-33.333333333333336, -500.0]","[0.008506019521505882, -0.0015912840265362794]",0.5121080292179434,0.5125616234325995,0.00045359421465607236,True,results/runs/stage_B3_pv_M50_eps002_strip_minus_20260907/report.json,results/runs/stage_B3_pv_M50_eps002_strip_minus_20260907/coefficients.json,results/runs/stage_B3_pv_M50_eps002_strip_minus_20260907/source.json,results/runs/stage_B3_pv_M50_eps002_strip_minus_20260907/candidate.npz,,
B3,chiral,0.002,boundary,"[-24.529879143665656, -453.8200112200296]","[0.01132027746287323, -0.0017748076960272332]",0.5277582104874311,1502292.1291383596,1502291.6013801494,False,results/runs/stage_B3_pv_M50_eps002_adaptive_001_20260907/report.json,results/runs/stage_B3_pv_M50_eps002_adaptive_001_20260907/coefficients.json,results/runs/stage_B3_pv_M50_eps002_adaptive_001_20260907/source.json,results/runs/stage_B3_pv_M50_eps002_adaptive_001_20260907/candidate.npz,results/runs/stage_B3_pv_M50_eps002_strip_minus_20260907/coefficients.json,
B3,chiral,0.002,boundary,"[-24.26537629746549, -451.70203169962093]","[0.06918945637586495, -0.005306803300247702]",0.7181856377747046,0.7182896773213411,0.00010403954663651406,True,results/runs/stage_B3_pv_M50_eps002_adaptive_002_20260907/report.json,results/runs/stage_B3_pv_M50_eps002_adaptive_002_20260907/coefficients.json,results/runs/stage_B3_pv_M50_eps002_adaptive_002_20260907/source.json,results/runs/stage_B3_pv_M50_eps002_adaptive_002_20260907/candidate.npz,,
B3,chiral,0.002,boundary,"[33.333333333333336, 500.0]","[0.020848394943177882, -0.0005532706138851372]",0.41831119116336074,0.4187591468223234,0.00044795565896266215,True,results/runs/stage_B3_pv_M50_eps002_strip_plus_fixed_20260907/report.json,results/runs/stage_B3_pv_M50_eps002_strip_plus_fixed_20260907/coefficients.json,results/runs/stage_B3_pv_M50_eps002_strip_plus_fixed_20260907/source.json,results/runs/stage_B3_pv_M50_eps002_strip_plus_fixed_20260907/candidate.npz,results/runs/stage_B3_pv_M50_eps002_strip_plus_20260907/coefficients.json,
B3,chiral,0.002,boundary,"[35.747037300180345, 482.39107581450594]","[0.08578963027560368, -0.005010840431032001]",0.6495404071703361,0.6499998162071249,0.0004594090367887605,True,results/runs/stage_B3_pv_M50_eps002_adaptive_003_20260907/report.json,results/runs/stage_B3_pv_M50_eps002_adaptive_003_20260907/coefficients.json,results/runs/stage_B3_pv_M50_eps002_adaptive_003_20260907/source.json,results/runs/stage_B3_pv_M50_eps002_adaptive_003_20260907/candidate.npz,,
B3,chiral,0.002,boundary,"[7.459280923435495, 281.0813203901366]","[-0.08389273138240552, 0.005896239336392741]",1.0315432871938583,1.032015178649459,0.0004718914556005594,True,results/runs/stage_B3_pv_M50_eps002_adaptive_004_20260907/report.json,results/runs/stage_B3_pv_M50_eps002_adaptive_004_20260907/coefficients.json,results/runs/stage_B3_pv_M50_eps002_adaptive_004_20260907/source.json,results/runs/stage_B3_pv_M50_eps002_adaptive_004_20260907/candidate.npz,results/runs/stage_B3_pv_M50_eps002_adaptive_003_20260907/center_first_coefficients.json,
B3,chiral,0.002,boundary,"[-15.697475482278831, -372.10819093514044]","[0.09859506582625586, -0.006747990058936726]",0.9632887447979376,0.9637573972240263,0.00046865242608873375,True,results/runs/stage_B3_pv_M50_eps002_adaptive_005_20260907/report.json,results/runs/stage_B3_pv_M50_eps002_adaptive_005_20260907/coefficients.json,results/runs/stage_B3_pv_M50_eps002_adaptive_005_20260907/source.json,results/runs/stage_B3_pv_M50_eps002_adaptive_005_20260907/candidate.npz,results/runs/stage_B3_pv_M50_eps002_adaptive_003_20260907/center_first_coefficients.json,
B3,chiral,0.002,boundary,"[33.76532502362154, 367.97086599249394]","[0.10064104983345665, -0.00620695784990215]",1.1141981031377535,1.11467648798726,0.0004783848495064636,True,results/runs/stage_B3_pv_M50_eps002_adaptive_006_20260907/report.json,results/runs/stage_B3_pv_M50_eps002_adaptive_006_20260907/coefficients.json,results/runs/stage_B3_pv_M50_eps002_adaptive_006_20260907/source.json,results/runs/stage_B3_pv_M50_eps002_adaptive_006_20260907/candidate.npz,results/runs/stage_B3_pv_M50_eps002_adaptive_003_20260907/center_first_coefficients.json,
B3,chiral,0.002,boundary,"[-29.8865537655592, -489.6694449124616]","[0.042423601382034375, -0.003762997203991565]",0.5747295084528725,0.5751900417274247,0.00046053327455219956,True,results/runs/stage_B3_pv_M50_eps002_adaptive_007_20260907/report.json,results/runs/stage_B3_pv_M50_eps002_adaptive_007_20260907/coefficients.json,results/runs/stage_B3_pv_M50_eps002_adaptive_007_20260907/source.json,results/runs/stage_B3_pv_M50_eps002_adaptive_007_20260907/candidate.npz,results/runs/stage_B3_pv_M50_eps002_adaptive_005_20260907/center_first_coefficients.json,
B3,chiral,0.002,boundary,"[-35.84822110897044, -442.3800356998631]","[-0.0520161794587322, 0.0028125004561183184]",0.6204934502970153,0.6209542321460805,0.0004607818490651728,True,results/runs/stage_B3_pv_M50_eps002_adaptive_008_20260907/report.json,results/runs/stage_B3_pv_M50_eps002_adaptive_008_20260907/coefficients.json,results/runs/stage_B3_pv_M50_eps002_adaptive_008_20260907/source.json,results/runs/stage_B3_pv_M50_eps002_adaptive_008_20260907/candidate.npz,results/runs/stage_B3_pv_M50_eps002_adaptive_007_20260907/center_first_coefficients.json,
B3,chiral,0.002,boundary,"[30.2652461326873, 491.51268745962557]","[-0.042657223100054355, 0.0035215104158714036]",0.43983569196191785,0.44028705312081046,0.0004513611588926048,True,results/runs/stage_B3_pv_M50_eps002_adaptive_009_20260907/report.json,results/runs/stage_B3_pv_M50_eps002_adaptive_009_20260907/coefficients.json,results/runs/stage_B3_pv_M50_eps002_adaptive_009_20260907/source.json,results/runs/stage_B3_pv_M50_eps002_adaptive_009_20260907/candidate.npz,results/runs/stage_B3_pv_M50_eps002_adaptive_003_20260907/center_first_coefficients.json,
B3,chiral,0.002,boundary,"[34.23056357801802, 498.6966387672824]","[0.0631585640892976, -0.0034124415080884142]",0.4601801334813787,0.46062485248438323,0.00044471900300452344,True,results/runs/stage_B3_pv_M50_eps002_adaptive_010_20260907/report.json,results/runs/stage_B3_pv_M50_eps002_adaptive_010_20260907/coefficients.json,results/runs/stage_B3_pv_M50_eps002_adaptive_010_20260907/source.json,results/runs/stage_B3_pv_M50_eps002_adaptive_010_20260907/candidate.npz,results/runs/stage_B3_pv_M50_eps002_adaptive_003_20260907/center_first_coefficients.json,
B3,chiral,0.002,boundary,"[-3.4029460696181233, -232.2200737768316]","[0.1040220336828363, -0.0069264117562378245]",1.2544704783675693,1.2549459798101574,0.00047550144258812216,True,results/runs/stage_B3_pv_M50_eps002_parallel_001_20260907/report.json,results/runs/stage_B3_pv_M50_eps002_parallel_001_20260907/coefficients.json,results/runs/stage_B3_pv_M50_eps002_parallel_001_20260907/source.json,results/runs/stage_B3_pv_M50_eps002_parallel_001_20260907/candidate.npz,results/runs/stage_B3_pv_M50_eps002_adaptive_005_20260907/center_first_coefficients.json,
B3,chiral,0.002,boundary,"[26.711935227255204, 216.21748504443843]","[0.10456192338788715, -0.006608513095370679]",1.3641752434101768,1.3646556076142442,0.00048036420406738506,True,results/runs/stage_B3_pv_M50_eps002_adaptive_011_20260907/report.json,results/runs/stage_B3_pv_M50_eps002_adaptive_011_20260907/coefficients.json,results/runs/stage_B3_pv_M50_eps002_adaptive_011_20260907/source.json,results/runs/stage_B3_pv_M50_eps002_adaptive_011_20260907/candidate.npz,results/runs/stage_B3_pv_M50_eps002_adaptive_006_20260907/center_first_coefficients.json,
B3,chiral,0.002,boundary,"[-20.571813636006155, -419.74207285729887]","[0.08432287539112945, -0.006083478440099566]",0.8188173728315938,0.8192852831651535,0.00046791033355964023,True,results/runs/stage_B3_pv_M50_eps002_adaptive_012_20260907/report.json,results/runs/stage_B3_pv_M50_eps002_adaptive_012_20260907/coefficients.json,results/runs/stage_B3_pv_M50_eps002_adaptive_012_20260907/source.json,results/runs/stage_B3_pv_M50_eps002_adaptive_012_20260907/candidate.npz,results/runs/stage_B3_pv_M50_eps002_adaptive_005_20260907/center_first_coefficients.json,
