group,mode,epsilon,command,direction,target,lower,upper,gap,pointwise_tolerance_met,report,coefficients,source_snapshot,candidate_npz,input_coefficients,dual_input_candidate_npz
B2,pure,,boundary,"[-0.787907592340341, 0.6157934929279839]","[-2.8134007449744085, -0.18830787642724175]",2.1007410422903248,2.101229872306408,0.0004888300160832416,True,results/runs/stage_B2_PV_B377500_region_20260907/support_010_adaptive/report.json,results/runs/stage_B2_PV_B377500_region_20260907/support_010_adaptive/coefficients.json,results/runs/stage_B2_PV_B377500_region_20260907/support_010_adaptive/source.json,results/runs/stage_B2_PV_B377500_region_20260907/support_010_adaptive/candidate.npz,results/runs/stage_B2_PV_B377500_region_20260907/support_007_adaptive/coefficients.json,
B2,pure,,boundary,"[-0.3390645029413561, -0.9407631279153809]","[-2.746955042459354, -0.5843488262150563]",1.4811287756174898,1.4816105183770623,0.00048174275957246776,True,results/runs/stage_B2_PV_B377500_region_20260907/support_011_adaptive/report.json,results/runs/stage_B2_PV_B377500_region_20260907/support_011_adaptive/coefficients.json,results/runs/stage_B2_PV_B377500_region_20260907/support_011_adaptive/source.json,results/runs/stage_B2_PV_B377500_region_20260907/support_011_adaptive/candidate.npz,results/runs/stage_B2_PV_B377500_region_20260907/support_008_adaptive/coefficients.json,
B2,pure,,boundary,"[0.09095847307227618, -0.9958546862752417]","[1.0690553749490577, -0.6920642298337345]",0.7864350510184661,0.7868327140601684,0.0003976630417023009,True,results/runs/stage_B2_PV_B377500_region_20260907/support_012_adaptive/report.json,results/runs/stage_B2_PV_B377500_region_20260907/support_012_adaptive/coefficients.json,results/runs/stage_B2_PV_B377500_region_20260907/support_012_adaptive/source.json,results/runs/stage_B2_PV_B377500_region_20260907/support_012_adaptive/candidate.npz,results/runs/stage_B2_PV_B377500_region_20260907/support_003_minus_y/coefficients.json,
B2,pure,,boundary,"[0.02960699087244769, 0.9995616169558926]","[2.0542126576701873, 0.040821183547964796]",0.10162234363896469,0.1040108750263434,0.002388531387378712,True,results/runs/stage_B2_PV_B377500_region_20260907/support_013_adaptive/report.json,results/runs/stage_B2_PV_B377500_region_20260907/support_013_adaptive/coefficients.json,results/runs/stage_B2_PV_B377500_region_20260907/support_013_adaptive/source.json,results/runs/stage_B2_PV_B377500_region_20260907/support_013_adaptive/candidate.npz,results/runs/stage_B2_PV_B377500_region_20260907/support_005_plus_y_refine/coefficients.json,
B2,pure,,boundary,"[0.9196874073130734, -0.39265133748627035]","[2.197266562882546, -0.1986588737008838]",2.098802060855324,2.0992309452390265,0.000428884383702588,True,results/runs/stage_B2_PV_B377500_region_20260907/support_014_adaptive/report.json,results/runs/stage_B2_PV_B377500_region_20260907/support_014_adaptive/coefficients.json,results/runs/stage_B2_PV_B377500_region_20260907/support_014_adaptive/source.json,results/runs/stage_B2_PV_B377500_region_20260907/support_014_adaptive/candidate.npz,results/runs/stage_B2_PV_B377500_region_20260907/support_009_adaptive/coefficients.json,
B2,pure,,boundary,"[-0.658647542299935, -0.752451603109632]","[-2.8716673547741545, -0.5186436057776909]",2.281670858134935,2.2821621130115965,0.0004912548766613513,True,results/runs/stage_B2_PV_B377500_region_20260907/support_015_adaptive/report.json,results/runs/stage_B2_PV_B377500_region_20260907/support_015_adaptive/coefficients.json,results/runs/stage_B2_PV_B377500_region_20260907/support_015_adaptive/source.json,results/runs/stage_B2_PV_B377500_region_20260907/support_015_adaptive/candidate.npz,results/runs/stage_B2_PV_B377500_region_20260907/support_011_adaptive/coefficients.json,
B2,pure,,boundary,"[-0.6106035708543127, 0.7919364111214752]","[-2.671161610890001, -0.04676006061927602]",1.59398982334774,1.5944761184848621,0.00048629513712206146,True,results/runs/stage_B2_PV_B377500_region_20260907/support_016_adaptive/report.json,results/runs/stage_B2_PV_B377500_region_20260907/support_016_adaptive/coefficients.json,results/runs/stage_B2_PV_B377500_region_20260907/support_016_adaptive/source.json,results/runs/stage_B2_PV_B377500_region_20260907/support_016_adaptive/candidate.npz,results/runs/stage_B2_PV_B377500_region_20260907/support_010_adaptive/coefficients.json,
B2,pure,,boundary,"[-0.9459262116817017, 0.32438187688818976]","[-2.878166373020223, -0.3081174638872706]",2.6225852925829,2.623076796770216,0.0004915041873161386,True,results/runs/stage_B2_PV_B377500_region_20260907/support_017_adaptive/report.json,results/runs/stage_B2_PV_B377500_region_20260907/support_017_adaptive/coefficients.json,results/runs/stage_B2_PV_B377500_region_20260907/support_017_adaptive/source.json,results/runs/stage_B2_PV_B377500_region_20260907/support_017_adaptive/candidate.npz,results/runs/stage_B2_PV_B377500_region_20260907/support_004_minus_x_cold/coefficients.json,
B2,pure,,boundary,"[0.47476260709051654, -0.8801138942822206]","[1.9266758811169913, -0.4785568320907634]",1.335898181464285,1.3363201197996812,0.00042193833539627695,True,results/runs/stage_B2_PV_B377500_region_20260907/support_018_adaptive/report.json,results/runs/stage_B2_PV_B377500_region_20260907/support_018_adaptive/coefficients.json,results/runs/stage_B2_PV_B377500_region_20260907/support_018_adaptive/source.json,results/runs/stage_B2_PV_B377500_region_20260907/support_018_adaptive/candidate.npz,results/runs/stage_B2_PV_B377500_region_20260907/support_006_adaptive/coefficients.json,
B2,pure,,boundary,"[0.3137164781093967, 0.9495167040987939]","[2.2300738622368224, 0.031507193497752196]",0.7295275245101441,0.7298994481044194,0.0003719235942752919,True,results/runs/stage_B2_PV_B377500_region_20260907/support_019_adaptive/report.json,results/runs/stage_B2_PV_B377500_region_20260907/support_019_adaptive/coefficients.json,results/runs/stage_B2_PV_B377500_region_20260907/support_019_adaptive/source.json,results/runs/stage_B2_PV_B377500_region_20260907/support_019_adaptive/candidate.npz,results/runs/stage_B2_PV_B377500_region_20260907/support_013_adaptive/coefficients.json,
B2,pure,,boundary,"[-0.03045648973178859, -0.9995360935119939]","[-1.331130561634675, -0.7125832356156913]",0.7527942279115409,0.7532319714315986,0.0004377435200576541,True,results/runs/stage_B2_PV_B377500_region_20260907/support_020_adaptive/report.json,results/runs/stage_B2_PV_B377500_region_20260907/support_020_adaptive/coefficients.json,results/runs/stage_B2_PV_B377500_region_20260907/support_020_adaptive/source.json,results/runs/stage_B2_PV_B377500_region_20260907/support_020_adaptive/candidate.npz,results/runs/stage_B2_PV_B377500_region_20260907/support_003_minus_y/coefficients.json,
B2,pure,,boundary,"[-0.03232295385934025, 0.9994774768116623]","[-1.9737491854210967, 0.06772450807620663]",0.13148652430059452,0.131925931266792,0.0004394069661974865,True,results/runs/stage_B2_PV_B377500_region_20260907/support_021_adaptive/report.json,results/runs/stage_B2_PV_B377500_region_20260907/support_021_adaptive/coefficients.json,results/runs/stage_B2_PV_B377500_region_20260907/support_021_adaptive/source.json,results/runs/stage_B2_PV_B377500_region_20260907/support_021_adaptive/candidate.npz,results/runs/stage_B2_PV_B377500_region_20260907/support_005_plus_y_refine/coefficients.json,
B2,pure,,boundary,"[0.19353418736093222, -0.9810935318931339]","[1.337900156552378, -0.656794776580073]",0.9033065266523339,0.903714197933571,0.00040767128123708757,True,results/runs/stage_B2_PV_B377500_region_20260907/support_022_adaptive/report.json,results/runs/stage_B2_PV_B377500_region_20260907/support_022_adaptive/coefficients.json,results/runs/stage_B2_PV_B377500_region_20260907/support_022_adaptive/source.json,results/runs/stage_B2_PV_B377500_region_20260907/support_022_adaptive/candidate.npz,results/runs/stage_B2_PV_B377500_region_20260907/support_006_adaptive/coefficients.json,
B2,pure,,boundary,"[-0.916052365015343, -0.40105867968390446]","[-2.9005080102925476, -0.4814756061240391]",2.850117193466549,2.8506119183494483,0.0004947248828992558,True,results/runs/stage_B2_PV_B377500_region_20260907/support_023_adaptive/report.json,results/runs/stage_B2_PV_B377500_region_20260907/support_023_adaptive/coefficients.json,results/runs/stage_B2_PV_B377500_region_20260907/support_023_adaptive/source.json,results/runs/stage_B2_PV_B377500_region_20260907/support_023_adaptive/candidate.npz,results/runs/stage_B2_PV_B377500_region_20260907/support_015_adaptive/coefficients.json,
B2,pure,,boundary,"[0.03529039550147962, -0.9993770999904636]","[0.5374756025120375, -0.7231929736115997]",0.7417102232864861,0.7421161438692813,0.0004059205827952051,True,results/runs/stage_B2_PV_B377500_region_20260907/support_024_adaptive/report.json,results/runs/stage_B2_PV_B377500_region_20260907/support_024_adaptive/coefficients.json,results/runs/stage_B2_PV_B377500_region_20260907/support_024_adaptive/source.json,results/runs/stage_B2_PV_B377500_region_20260907/support_024_adaptive/candidate.npz,results/runs/stage_B2_PV_B377500_region_20260907/support_003_minus_y/coefficients.json,
B2,pure,,boundary,"[-0.18118455475563613, -0.9834491126225097]","[-2.5709572734196726, -0.6296481512845385]",1.0850446645254903,1.0855191990939912,0.000474534568500884,True,results/runs/stage_B2_PV_B377500_region_20260907/support_025_adaptive/report.json,results/runs/stage_B2_PV_B377500_region_20260907/support_025_adaptive/coefficients.json,results/runs/stage_B2_PV_B377500_region_20260907/support_025_adaptive/source.json,results/runs/stage_B2_PV_B377500_region_20260907/support_025_adaptive/candidate.npz,results/runs/stage_B2_PV_B377500_region_20260907/support_008_adaptive/coefficients.json,
B2,pure,,boundary,"[0.012308543015896463, 0.9999242470151556]","[0.5269932768169705, 0.06527037580762186]",0.0717519507986224,0.07212698901389282,0.00037503821527042075,True,results/runs/stage_B2_PV_B377500_region_20260907/support_026_adaptive/report.json,results/runs/stage_B2_PV_B377500_region_20260907/support_026_adaptive/coefficients.json,results/runs/stage_B2_PV_B377500_region_20260907/support_026_adaptive/source.json,results/runs/stage_B2_PV_B377500_region_20260907/support_026_adaptive/candidate.npz,results/runs/stage_B2_PV_B377500_region_20260907/support_013_adaptive/coefficients.json,
B2,pure,,boundary,"[-0.4822969371187889, 0.8760077993065102]","[-2.569748961479437, 0.019848072118271616]",1.2567691192625248,1.257254006231077,0.00048488696855231167,True,results/runs/stage_B2_PV_B377500_region_20260907/support_027_adaptive/report.json,results/runs/stage_B2_PV_B377500_region_20260907/support_027_adaptive/coefficients.json,results/runs/stage_B2_PV_B377500_region_20260907/support_027_adaptive/source.json,results/runs/stage_B2_PV_B377500_region_20260907/support_027_adaptive/candidate.npz,results/runs/stage_B2_PV_B377500_region_20260907/support_007_adaptive/coefficients.json,
B2,pure,,boundary,"[-0.9852209006051146, 0.17128857816809248]","[-2.901221381197411, -0.4007216098275023]",2.789704907249545,2.790197532908922,0.0004926256593771329,True,results/runs/stage_B2_PV_B377500_region_20260907/support_028_adaptive/report.json,results/runs/stage_B2_PV_B377500_region_20260907/support_028_adaptive/coefficients.json,results/runs/stage_B2_PV_B377500_region_20260907/support_028_adaptive/source.json,results/runs/stage_B2_PV_B377500_region_20260907/support_028_adaptive/candidate.npz,results/runs/stage_B2_PV_B377500_region_20260907/support_017_adaptive/coefficients.json,
B2,pure,,boundary,"[0.9787978551446818, -0.20482860826596125]","[2.2250894665441736, -0.11072358534784126]",2.200592155247476,2.202042121930317,0.0014499666828409199,True,results/runs/stage_B2_PV_B377500_region_20260907/support_029_adaptive/report.json,results/runs/stage_B2_PV_B377500_region_20260907/support_029_adaptive/coefficients.json,results/runs/stage_B2_PV_B377500_region_20260907/support_029_adaptive/source.json,results/runs/stage_B2_PV_B377500_region_20260907/support_029_adaptive/candidate.npz,results/runs/stage_B_pv_pure_M50_barrier_20260907/coefficients.json,
B2,pure,,boundary,"[0.8291390334220085, -0.5590424521053993]","[2.1519934955005486, -0.2817009681654948]",1.941784606793477,1.9422150493156636,0.00043044252218660267,True,results/runs/stage_B2_PV_B377500_region_20260907/support_030_adaptive/report.json,results/runs/stage_B2_PV_B377500_region_20260907/support_030_adaptive/coefficients.json,results/runs/stage_B2_PV_B377500_region_20260907/support_030_adaptive/source.json,results/runs/stage_B2_PV_B377500_region_20260907/support_030_adaptive/candidate.npz,results/runs/stage_B2_PV_B377500_region_20260907/support_009_adaptive/coefficients.json,
B2,pure,,boundary,"[-0.0629633413867315, 0.9980158403760021]","[-2.3406271161638608, 0.05101571264473559]",0.1982881935015824,0.19874291357574428,0.0004547200741618907,True,results/runs/stage_B2_PV_B377500_region_20260907/support_031_adaptive/report.json,results/runs/stage_B2_PV_B377500_region_20260907/support_031_adaptive/coefficients.json,results/runs/stage_B2_PV_B377500_region_20260907/support_031_adaptive/source.json,results/runs/stage_B2_PV_B377500_region_20260907/support_031_adaptive/candidate.npz,results/runs/stage_B2_PV_B377500_region_20260907/support_021_adaptive/coefficients.json,
B2,pure,,boundary,"[0.5960164441277152, -0.802972227620205]","[2.015021626728321, -0.4226632763698717]",1.5403728973630277,1.5407992196818039,0.0004263223187761512,True,results/runs/stage_B2_PV_B377500_region_20260907/support_032_adaptive/report.json,results/runs/stage_B2_PV_B377500_region_20260907/support_032_adaptive/coefficients.json,results/runs/stage_B2_PV_B377500_region_20260907/support_032_adaptive/source.json,results/runs/stage_B2_PV_B377500_region_20260907/support_032_adaptive/candidate.npz,results/runs/stage_B2_PV_B377500_region_20260907/support_018_adaptive/coefficients.json,
B2,pure,,boundary,"[-0.7053821430317686, 0.7088272231594309]","[-2.7462658351973563, -0.11254165988117285]",1.8573942879031158,1.8578813232071965,0.00048703530408067413,True,results/runs/stage_B2_PV_B377500_region_20260907/support_033_adaptive/report.json,results/runs/stage_B2_PV_B377500_region_20260907/support_033_adaptive/coefficients.json,results/runs/stage_B2_PV_B377500_region_20260907/support_033_adaptive/source.json,results/runs/stage_B2_PV_B377500_region_20260907/support_033_adaptive/candidate.npz,results/runs/stage_B2_PV_B377500_region_20260907/support_016_adaptive/coefficients.json,
B2,pure,,boundary,"[-0.46611948942971304, -0.8847217763646283]","[-2.8195130962892936, -0.5529836848794454]",1.803466712869955,1.8039519880585033,0.00048527518854823987,True,results/runs/stage_B2_PV_B377500_region_20260907/support_034_adaptive/report.json,results/runs/stage_B2_PV_B377500_region_20260907/support_034_adaptive/coefficients.json,results/runs/stage_B2_PV_B377500_region_20260907/support_034_adaptive/source.json,results/runs/stage_B2_PV_B377500_region_20260907/support_034_adaptive/candidate.npz,results/runs/stage_B2_PV_B377500_region_20260907/support_011_adaptive/coefficients.json,
B2,pure,,boundary,"[-0.04621801078567971, -0.9989313767616946]","[-1.988398757256484, -0.6885839956694683]",0.7797479940192827,0.7801996210445712,0.00045162702528844806,True,results/runs/stage_B2_PV_B377500_region_20260907/support_035_adaptive/report.json,results/runs/stage_B2_PV_B377500_region_20260907/support_035_adaptive/coefficients.json,results/runs/stage_B2_PV_B377500_region_20260907/support_035_adaptive/source.json,results/runs/stage_B2_PV_B377500_region_20260907/support_035_adaptive/candidate.npz,results/runs/stage_B2_PV_B377500_region_20260907/support_008_adaptive/coefficients.json,
B2,pure,,boundary,"[0.3656070746563772, -0.9307692877191459]","[1.8274005556008805, -0.5239926900269911]",1.1558268742251376,1.156243586167809,0.000416711942671455,True,results/runs/stage_B2_PV_B377500_region_20260907/support_036_adaptive/report.json,results/runs/stage_B2_PV_B377500_region_20260907/support_036_adaptive/coefficients.json,results/runs/stage_B2_PV_B377500_region_20260907/support_036_adaptive/source.json,results/runs/stage_B2_PV_B377500_region_20260907/support_036_adaptive/candidate.npz,results/runs/stage_B2_PV_B377500_region_20260907/support_006_adaptive/coefficients.json,
B2,pure,,boundary,"[-0.8796951830932432, 0.4755379951618432]","[-2.8500933295482858, -0.24368257660606604]",2.3913330494346887,2.3918242689569253,0.0004912195222366301,True,results/runs/stage_B2_PV_B377500_region_20260907/support_037_adaptive/report.json,results/runs/stage_B2_PV_B377500_region_20260907/support_037_adaptive/coefficients.json,results/runs/stage_B2_PV_B377500_region_20260907/support_037_adaptive/source.json,results/runs/stage_B2_PV_B377500_region_20260907/support_037_adaptive/candidate.npz,results/runs/stage_B2_PV_B377500_region_20260907/support_017_adaptive/coefficients.json,
B3,chiral,0.006,boundary,"[1.0, 0.0]","[0.1825201798903248, -0.011757752421207147]",0.18252017989032474,0.18256775797990524,4.7578089580502254e-05,True,results/runs/stage_B3_pv_M50_eps006_x_20260907/report.json,results/runs/stage_B3_pv_M50_eps006_x_20260907/coefficients.json,results/runs/stage_B3_pv_M50_eps006_x_20260907/source.json,results/runs/stage_B3_pv_M50_eps006_x_20260907/candidate.npz,,
B3,chiral,0.006,boundary,"[-11.11111111111111, -166.66666666666666]","[0.01794678534233582, -0.003980801743776362]",0.46405823127010654,0.46794897685869996,0.0038907455885934254,False,results/runs/stage_B3_pv_M50_eps006_strip_minus_20260907/report.json,results/runs/stage_B3_pv_M50_eps006_strip_minus_20260907/coefficients.json,results/runs/stage_B3_pv_M50_eps006_strip_minus_20260907/source.json,results/runs/stage_B3_pv_M50_eps006_strip_minus_20260907/candidate.npz,,
B3,chiral,0.006,boundary,"[11.11111111111111, 166.66666666666666]","[0.06123465195612447, -0.0018376308012031117]",0.37411322153419757,0.37453901743179574,0.0004257958975981691,True,results/runs/stage_B3_pv_M50_eps006_strip_plus_20260907/report.json,results/runs/stage_B3_pv_M50_eps006_strip_plus_20260907/coefficients.json,results/runs/stage_B3_pv_M50_eps006_strip_plus_20260907/source.json,results/runs/stage_B3_pv_M50_eps006_strip_plus_20260907/candidate.npz,,
B3,chiral,0.006,boundary,"[-7.6632156007140795, -162.16656847555893]","[0.030764818841541215, -0.00477961615023284]",0.5393365100139799,512907.8214112615,512907.28207475157,False,results/runs/stage_B3_pv_M50_eps006_adaptive_001_20260907/report.json,results/runs/stage_B3_pv_M50_eps006_adaptive_001_20260907/coefficients.json,results/runs/stage_B3_pv_M50_eps006_adaptive_001_20260907/source.json,results/runs/stage_B3_pv_M50_eps006_adaptive_001_20260907/candidate.npz,results/runs/stage_B3_pv_M50_eps006_strip_minus_20260907/coefficients.json,
B3,chiral,0.006,boundary,"[-7.430124750216828, -161.5848731410951]","[0.1253897242397412, -0.010134562899173869]",0.7059307669068943,0.7059859848341156,5.5217927221296044e-05,True,results/runs/stage_B3_pv_M50_eps006_adaptive_002_20260907/report.json,results/runs/stage_B3_pv_M50_eps006_adaptive_002_20260907/coefficients.json,results/runs/stage_B3_pv_M50_eps006_adaptive_002_20260907/source.json,results/runs/stage_B3_pv_M50_eps006_adaptive_002_20260907/candidate.npz,,
B3,chiral,0.006,boundary,"[-11.11111111111111, -166.66666666666666]","[0.018125392426890215, -0.004008032286140001]",0.4666121318356644,0.467045438873277,0.00043330703761257366,True,results/runs/stage_B3_pv_M50_eps006_strip_minus_fixed_20260907/report.json,results/runs/stage_B3_pv_M50_eps006_strip_minus_fixed_20260907/coefficients.json,results/runs/stage_B3_pv_M50_eps006_strip_minus_fixed_20260907/source.json,results/runs/stage_B3_pv_M50_eps006_strip_minus_fixed_20260907/candidate.npz,results/runs/stage_B3_pv_M50_eps006_strip_minus_20260907/coefficients.json,
B3,chiral,0.006,boundary,"[4.56455787697327, 152.10297560698686]","[-0.13859824037138757, 0.010015204636454098]",0.8907027366957074,0.8911516731804973,0.00044893648478983034,True,results/runs/stage_B3_pv_M50_eps006_adaptive_003_20260907/report.json,results/runs/stage_B3_pv_M50_eps006_adaptive_003_20260907/coefficients.json,results/runs/stage_B3_pv_M50_eps006_adaptive_003_20260907/source.json,results/runs/stage_B3_pv_M50_eps006_adaptive_003_20260907/candidate.npz,,
B3,chiral,0.006,boundary,"[13.404868465770297, 163.89078793963432]","[0.14913065016869187, -0.008071555125728975]",0.6762232202722034,0.6766816948297205,0.0004584745575171301,True,results/runs/stage_B3_pv_M50_eps006_adaptive_004_20260907/report.json,results/runs/stage_B3_pv_M50_eps006_adaptive_004_20260907/coefficients.json,results/runs/stage_B3_pv_M50_eps006_adaptive_004_20260907/source.json,results/runs/stage_B3_pv_M50_eps006_adaptive_004_20260907/candidate.npz,,
B3,chiral,0.006,boundary,"[-4.289736835250434, -150.98336743324947]","[0.17093305261141412, -0.011967462497595293]",1.0736299753690797,1.0740859366499576,0.0004559612808778813,True,results/runs/stage_B3_pv_M50_eps006_adaptive_005_20260907/report.json,results/runs/stage_B3_pv_M50_eps006_adaptive_005_20260907/coefficients.json,results/runs/stage_B3_pv_M50_eps006_adaptive_005_20260907/source.json,results/runs/stage_B3_pv_M50_eps006_adaptive_005_20260907/candidate.npz,results/runs/stage_B3_pv_M50_eps006_adaptive_004_20260907/center_first_coefficients.json,
B3,chiral,0.006,boundary,"[16.22787558576858, 146.9918972743681]","[0.1737767874521636, -0.010332247664113345]",1.3012713992115823,1.3017420371039514,0.00047063789236911907,True,results/runs/stage_B3_pv_M50_eps006_adaptive_006_20260907/report.json,results/runs/stage_B3_pv_M50_eps006_adaptive_006_20260907/coefficients.json,results/runs/stage_B3_pv_M50_eps006_adaptive_006_20260907/source.json,results/runs/stage_B3_pv_M50_eps006_adaptive_006_20260907/candidate.npz,results/runs/stage_B3_pv_M50_eps006_adaptive_004_20260907/center_first_coefficients.json,
B3,chiral,0.006,boundary,"[-9.361196042984224, -165.4175721087343]","[0.07668919635023826, -0.007632191424933915]",0.5445959739681787,0.5450362296650855,0.0004402556969067551,True,results/runs/stage_B3_pv_M50_eps006_adaptive_007_20260907/report.json,results/runs/stage_B3_pv_M50_eps006_adaptive_007_20260907/coefficients.json,results/runs/stage_B3_pv_M50_eps006_adaptive_007_20260907/source.json,results/runs/stage_B3_pv_M50_eps006_adaptive_007_20260907/candidate.npz,results/runs/stage_B3_pv_M50_eps006_adaptive_005_20260907/center_first_coefficients.json,
B3,chiral,0.006,boundary,"[9.845955283445283, 165.99789412136786]","[-0.04575411328707343, 0.00490636605915466]",0.36395348015001344,0.3643847888841983,0.0004313087341848432,True,results/runs/stage_B3_pv_M50_eps006_adaptive_008_20260907/report.json,results/runs/stage_B3_pv_M50_eps006_adaptive_008_20260907/coefficients.json,results/runs/stage_B3_pv_M50_eps006_adaptive_008_20260907/source.json,results/runs/stage_B3_pv_M50_eps006_adaptive_008_20260907/candidate.npz,results/runs/stage_B3_pv_M50_eps006_adaptive_004_20260907/center_first_coefficients.json,
B3,chiral,0.006,boundary,"[-14.365239784144485, -160.5458552413161]","[-0.08406157954009465, 0.0038458114064502317]",0.5901356653820322,0.5905755860870952,0.00043992070506293507,True,results/runs/stage_B3_pv_M50_eps006_adaptive_009_20260907/report.json,results/runs/stage_B3_pv_M50_eps006_adaptive_009_20260907/coefficients.json,results/runs/stage_B3_pv_M50_eps006_adaptive_009_20260907/source.json,results/runs/stage_B3_pv_M50_eps006_adaptive_009_20260907/candidate.npz,results/runs/stage_B3_pv_M50_eps006_adaptive_007_20260907/center_first_coefficients.json,
B3,chiral,0.006,boundary,"[2.095048434146536, -115.75787525348726]","[0.17951537964354433, -0.012077498679964981]",1.7741590005969714,1.774632280619323,0.00047328002235169647,True,results/runs/stage_B3_pv_M50_eps006_adaptive_010_20260907/report.json,results/runs/stage_B3_pv_M50_eps006_adaptive_010_20260907/coefficients.json,results/runs/stage_B3_pv_M50_eps006_adaptive_010_20260907/source.json,results/runs/stage_B3_pv_M50_eps006_adaptive_010_20260907/candidate.npz,results/runs/stage_B3_pv_M50_eps006_adaptive_005_20260907/center_first_coefficients.json,
B3,chiral,0.006,boundary,"[17.588051241702665, 107.87704037004175]","[0.18031267086622216, -0.011169085627529565]",1.966460593585922,1.96693605623035,0.00047546264442788205,True,results/runs/stage_B3_pv_M50_eps006_adaptive_011_20260907/report.json,results/runs/stage_B3_pv_M50_eps006_adaptive_011_20260907/coefficients.json,results/runs/stage_B3_pv_M50_eps006_adaptive_011_20260907/source.json,results/runs/stage_B3_pv_M50_eps006_adaptive_011_20260907/candidate.npz,results/runs/stage_B3_pv_M50_eps006_adaptive_006_20260907/center_first_coefficients.json,
B3,chiral,0.006,boundary,"[11.804681075312438, 166.4415820085377]","[0.11621530236127006, -0.005597363343775736]",0.4402505704311654,0.44068179490649184,0.00043122447532645275,True,results/runs/stage_B3_pv_M50_eps006_adaptive_012_20260907/report.json,results/runs/stage_B3_pv_M50_eps006_adaptive_012_20260907/coefficients.json,results/runs/stage_B3_pv_M50_eps006_adaptive_012_20260907/source.json,results/runs/stage_B3_pv_M50_eps006_adaptive_012_20260907/candidate.npz,results/runs/stage_B3_pv_M50_eps006_adaptive_004_20260907/center_first_coefficients.json,
B3,chiral,0.006,boundary,"[-12.711405487707308, -165.3890868058425]","[-0.036233468389964905, -0.0001025938560099874]",0.47754621308825096,0.4779804416680641,0.00043422857981312296,True,results/runs/stage_B3_pv_M50_eps006_parallel_001_20260907/report.json,results/runs/stage_B3_pv_M50_eps006_parallel_001_20260907/coefficients.json,results/runs/stage_B3_pv_M50_eps006_parallel_001_20260907/source.json,results/runs/stage_B3_pv_M50_eps006_parallel_001_20260907/candidate.npz,results/runs/stage_B3_pv_M50_eps006_adaptive_009_20260907/center_first_coefficients.json,
B3,chiral,0.006,boundary,"[10.495438312788595, 166.5027444440175]","[0.007407849035246707, 0.0016558196224913065]",0.3534471340289418,0.3538865955461156,0.0004394615171738337,True,results/runs/stage_B3_pv_M50_eps006_adaptive_013_20260907/report.json,results/runs/stage_B3_pv_M50_eps006_adaptive_013_20260907/coefficients.json,results/runs/stage_B3_pv_M50_eps006_adaptive_013_20260907/source.json,results/runs/stage_B3_pv_M50_eps006_adaptive_013_20260907/candidate.npz,results/runs/stage_B3_pv_M50_eps006_adaptive_008_20260907/center_first_coefficients.json,
B3,chiral,0.006,boundary,"[-6.383062353880715, -158.60438021265085]","[0.15002760352710984, -0.011195133925800016]",0.8179617295822956,0.8184113269383224,0.00044959735602678746,True,results/runs/stage_B3_pv_M50_eps006_adaptive_014_20260907/report.json,results/runs/stage_B3_pv_M50_eps006_adaptive_014_20260907/coefficients.json,results/runs/stage_B3_pv_M50_eps006_adaptive_014_20260907/source.json,results/runs/stage_B3_pv_M50_eps006_adaptive_014_20260907/candidate.npz,results/runs/stage_B3_pv_M50_eps006_adaptive_005_20260907/center_first_coefficients.json,
B3,chiral,0.006,boundary,"[14.617626774388224, 159.36180180326105]","[0.16323133185061317, -0.009285497316248649]",0.9063011039218426,0.906765560396647,0.00046445647480442004,True,results/runs/stage_B3_pv_M50_eps006_parallel_002_20260907/report.json,results/runs/stage_B3_pv_M50_eps006_parallel_002_20260907/coefficients.json,results/runs/stage_B3_pv_M50_eps006_parallel_002_20260907/source.json,results/runs/stage_B3_pv_M50_eps006_parallel_002_20260907/candidate.npz,results/runs/stage_B3_pv_M50_eps006_adaptive_004_20260907/center_first_coefficients.json,
B3,chiral,0.006,boundary,"[-10.296419651640324, -166.3827327935302]","[0.04823337667524613, -0.005943258577214032]",0.49222451631148445,0.49265868793365103,0.0004341716221665793,True,results/runs/stage_B3_pv_M50_eps006_adaptive_015_20260907/report.json,results/runs/stage_B3_pv_M50_eps006_adaptive_015_20260907/coefficients.json,results/runs/stage_B3_pv_M50_eps006_adaptive_015_20260907/source.json,results/runs/stage_B3_pv_M50_eps006_adaptive_015_20260907/candidate.npz,results/runs/stage_B3_pv_M50_eps006_adaptive_007_20260907/center_first_coefficients.json,
B3,chiral,0.006,boundary,"[-8.418235670524398, -163.83359755861244]","[0.10069766583350619, -0.008929527028375168]",0.6152598550974018,0.6157024798787669,0.0004426247813651419,True,results/runs/stage_B3_pv_M50_eps006_adaptive_016_20260907/report.json,results/runs/stage_B3_pv_M50_eps006_adaptive_016_20260907/coefficients.json,results/runs/stage_B3_pv_M50_eps006_adaptive_016_20260907/source.json,results/runs/stage_B3_pv_M50_eps006_adaptive_016_20260907/candidate.npz,results/runs/stage_B3_pv_M50_eps006_adaptive_007_20260907/center_first_coefficients.json,
