id,group,wave,kind,count,rms,max_abs,bias,modulo_180_rms,modulo_180_max_abs
MID_paper_S0,MID_paper,S0,direct_coordinate,41,18.420984559613995,105.87458114424822,7.7047517956392495,14.140230054738101,74.12541885575178
MID_paper_S0,MID_paper,S0,same_native_s,43,18.335528379821646,107.5494327426444,7.6616171874942065,13.75740228169747,72.4505672573556
MID_precision_S0,MID_precision,S0,direct_coordinate,43,1.313329603646027,4.974417109810588,-0.22968291801938534,1.3133296036460267,4.974417109810588
MID_precision_S0,MID_precision,S0,same_native_s,43,1.313329603646027,4.974417109810588,-0.22968291801938534,1.3133296036460267,4.974417109810588
MID_paper_S2,MID_paper,S2,direct_coordinate,41,0.5418524251508542,2.2536393256709033,-0.13839497562339823,0.5418524251508544,2.2536393256709033
MID_paper_S2,MID_paper,S2,same_native_s,43,0.5476999840234476,2.2417000315676248,-0.1818774007770771,0.5476999840234481,2.241700031567632
MID_precision_S2,MID_precision,S2,direct_coordinate,43,0.0855517476101339,0.47584822911186464,0.02698617817047586,0.0855517476101334,0.4758482291118611
MID_precision_S2,MID_precision,S2,same_native_s,43,0.0855517476101339,0.47584822911186464,0.02698617817047586,0.0855517476101334,0.4758482291118611
MID_paper_P1,MID_paper,P1,direct_coordinate,41,53.592653526169755,176.90266273873792,-17.926635920251673,15.103601254098136,85.2905380222964
MID_paper_P1,MID_paper,P1,same_native_s,43,52.36961807227851,176.86498837835,-17.090256132482498,14.521847606196335,83.30189774797998
MID_precision_P1,MID_precision,P1,direct_coordinate,43,4.059840501162017,23.014629948636433,0.1509021080839777,4.059840501162017,23.01462994863644
MID_precision_P1,MID_precision,P1,same_native_s,43,4.059840501162017,23.014629948636433,0.1509021080839777,4.059840501162017,23.01462994863644
