group,group_path_index,energy_gev,phase_deg,pdf_path_index,pdf_x_pt,pdf_y_pt,pdf_radius_x_pt,pdf_radius_y_pt
ir_magenta,0,0.2791742388168628,-0.03359887182448496,64,32.49199962615967,112.54899978637695,2.843998908996582,2.845996856689453
ir_magenta,1,0.27944813631841686,-0.10080749378022295,65,32.654500007629395,112.9744987487793,2.8454999923706055,2.845500946044922
ir_magenta,2,0.28000098510126414,-0.1711752379044171,66,32.98249912261963,113.41999816894531,2.8454999923706055,2.8460006713867188
ir_magenta,3,0.2808370046857023,-0.23838446240109892,67,33.47850036621094,113.84550094604492,2.845500946044922,2.845500946044922
ir_magenta,4,0.28195281945549316,-0.316175510953174,68,34.14050102233887,114.33799743652344,2.8435001373291016,2.8460006713867188
ir_magenta,5,0.28335854179242415,-0.3846482638090495,69,34.97450065612793,114.77149963378906,2.845499038696289,2.8454971313476562
ir_magenta,6,0.285064285685719,-0.47412800413031786,70,35.98649978637695,115.33799743652344,2.845500946044922,2.8460006713867188
ir_magenta,7,0.28707173894349663,-0.5463124092001338,71,37.177499771118164,115.79499816894531,2.845499038696289,2.8460006713867188
ir_magenta,8,0.28939606933472,-0.649376435099858,72,38.55649948120117,116.4474983215332,2.845500946044922,2.845500946044922
ir_magenta,9,0.292049920953355,-0.7304850740886142,73,40.13100051879883,116.96099853515625,2.8460006713867188,2.8440017700195312
ir_magenta,10,0.2950459314636223,-0.8473701841577159,74,41.90850067138672,117.70100021362305,2.845500946044922,2.845996856689453
ir_magenta,11,0.2984034833324734,-0.9449058968978777,75,43.90049934387207,118.31850051879883,2.845499038696289,2.845500946044922
ir_magenta,12,0.3021369084619932,-1.0750583560089852,76,46.11549949645996,119.14249801635742,2.845499038696289,2.845500946044922
ir_magenta,13,0.3062782301982266,-1.1990516415923491,77,48.572500228881836,119.9275016784668,2.845499038696289,2.845500946044922
ir_magenta,14,0.31083755610065195,-1.3404185927498624,78,51.27749824523926,120.8224983215332,2.8435001373291016,2.845500946044922
ir_magenta,15,0.3158511338579205,-1.501767609227328,79,54.25199890136719,121.84400177001953,2.8460006713867188,2.8440017700195312
ir_magenta,16,0.32135519829919323,-1.6541122538403252,80,57.517499923706055,122.80849838256836,2.845499038696289,2.8435020446777344
ir_magenta,17,0.32738345736376123,-1.8635578960764547,81,61.0939998626709,124.13450241088867,2.8439998626708984,2.845500946044922
ir_magenta,18,0.3339772060902698,-2.030829287490742,82,65.0059986114502,125.19350051879883,2.845998764038086,2.845500946044922
ir_magenta,19,0.34118701763970993,-2.296742656818047,83,69.28350067138672,126.87700271606445,2.8454971313476562,2.8460044860839844
ir_magenta,20,0.34906092220883994,-2.4898395556254678,84,73.95500183105469,128.09950256347656,2.8460006713867188,2.8455047607421875
ir_magenta,21,0.35767308369384565,-2.8156159702623835,85,79.06450271606445,130.1619987487793,2.845500946044922,2.845996856689453
ir_magenta,22,0.3670951294564256,-3.0547566378328677,86,84.65449905395508,131.6760025024414,2.845500946044922,2.8440017700195312
ir_magenta,23,0.3774054509502447,-3.4394501084975935,87,90.77149963378906,134.11150360107422,2.8454971313476562,2.8454971313476562
ir_magenta,24,0.3887034841850576,-3.757169948174672,88,97.4744987487793,136.12299346923828,2.845500946044922,2.8460006713867188
ir_magenta,25,0.4011148020849192,-4.1952521617076455,89,104.83799743652344,138.89649963378906,2.8460006713867188,2.8455047607421875
ir_magenta,26,0.41476329298063785,-4.637677490363685,90,112.93549728393555,141.69750213623047,2.845500946044922,2.8454971313476562
ir_magenta,27,0.4298116101369251,-5.123854522032491,91,121.86349868774414,144.77549743652344,2.8435020446777344,2.8455047607421875
ir_magenta,28,0.4464527487861634,-5.746425131908508,92,131.73650360107422,148.71700286865234,2.8454971313476562,2.8460006713867188
ir_magenta,29,0.4649074935195559,-6.28938682720494,93,142.6855010986328,152.15450286865234,2.8455047607421875,2.8454971313476562
ir_magenta,30,0.48545650914549565,-7.147305109410084,94,154.87700653076172,157.58599853515625,2.8460006713867188,2.843994140625
ir_magenta,31,0.5084284456609176,-7.795463223006425,95,168.5060043334961,161.6894989013672,2.8460006713867188,2.8455047607421875
ir_magenta,32,0.5342379573347565,-8.928299246403343,96,183.8185043334961,168.86150360107422,2.8454971313476562,2.8454971313476562
ir_magenta,33,0.5633982664300979,-9.806909989701206,97,201.1189956665039,174.42400360107422,2.8460006713867188,2.8460006713867188
ir_magenta,34,0.5965431657923045,-11.222006318231308,98,220.78350067138672,183.38300323486328,2.8454971313476562,2.8440017700195312
ir_magenta,35,0.6344968458820545,-12.579055057315532,99,243.3010025024414,191.97450256347656,2.8440017700195312,2.8455047607421875
ir_magenta,36,0.6783228765743918,-14.269067921955521,100,269.30250549316406,202.67400360107422,2.8455047607421875,2.8460006713867188
ir_magenta,37,0.7294286519400035,-16.49145824767277,101,299.6230010986328,216.7439956665039,2.8459930419921875,2.8460006713867188
ir_magenta,38,0.7896994375734683,-18.578485340196746,102,335.38099670410156,229.95700073242188,2.8459930419921875,2.843994140625
ir_magenta,39,0.8617612957346005,-22.07168392479094,103,378.13450622558594,252.07250213623047,2.8455047607421875,2.8454971313476562
ir_magenta,40,0.9493231606533948,-25.277566885733286,104,430.08399963378906,272.36900329589844,2.8459930419921875,2.8459930419921875
ir_magenta,41,1.0578545851136811,-30.09946104275924,105,494.47450256347656,302.89649963378906,2.8455047607421875,2.8455047607421875
ir_magenta,42,1.1957384908943036,-36.48421625921431,106,576.2795104980469,343.31849670410156,2.845489501953125,2.8455047607421875
