model_M,model_L,energy_gev,phase_deg
50,8,0.27917407499,-0.0380146030059
50,8,0.279451683629,-0.114072366601
50,8,0.280002890279,-0.192817011313
50,8,0.280836291645,-0.269411166926
50,8,0.281952469739,-0.356111473066
50,8,0.283358874749,-0.434480479331
50,8,0.285062392354,-0.533757291898
50,8,0.287071623637,-0.615835112697
50,8,0.289397467096,-0.73156128048
50,8,0.292050252343,-0.821432368794
50,8,0.295048325875,-0.956614639711
50,8,0.298404314721,-1.05906387479
50,8,0.302139429488,-1.2159626409
50,8,0.306275480297,-1.33835270034
50,8,0.310837117314,-1.51895523664
50,8,0.315853603036,-1.67010214155
50,8,0.321356475495,-1.87586015121
50,8,0.327383031578,-2.06689034518
50,8,0.333976843391,-2.3003832669
50,8,0.341184957611,-2.54333686434
50,8,0.349063002302,-2.80913387231
50,8,0.357675230681,-3.11761013324
50,8,0.367094477355,-3.42393590507
50,8,0.37740562851,-3.81196221891
50,8,0.38870677281,-4.1728449642
50,8,0.401112619071,-4.65514996682
50,8,0.414761397259,-5.09295001521
50,8,0.429811432061,-5.68420821117
50,8,0.44645140029,-6.23429298864
50,8,0.464909039186,-6.94939294722
50,8,0.485456773983,-7.66664339489
50,8,0.508431313763,-8.52224689566
50,8,0.534239882921,-9.48599818156
50,8,0.563398126318,-10.5141960662
50,8,0.596542143353,-11.8250151324
50,8,0.634496727746,-13.1128841657
50,8,0.678323573858,-14.8675766486
50,8,0.729427929238,-16.6493593889
50,8,0.78970260095,-18.8993122999
50,8,0.861762510661,-21.6357629291
50,8,0.949324446333,-24.5086867789
50,8,1.05785567706,-28.5324667688
50,8,1.19573958686,-32.8325263758
50,10,0.27917407499,-0.0374240796834
50,10,0.279451683629,-0.111330534008
50,10,0.280002890279,-0.191311997012
50,10,0.280836291645,-0.261242260964
50,10,0.281952469739,-0.355520949743
50,10,0.283358874749,-0.419107188835
50,10,0.285062392354,-0.534403586867
50,10,0.287071623637,-0.593367340619
50,10,0.289397467096,-0.732797278601
50,10,0.292050252343,-0.792890408206
50,10,0.295048325875,-0.955162936543
50,10,0.298404314721,-1.02719037846
50,10,0.302139429488,-1.20773878346
50,10,0.306275480297,-1.30749949708
50,10,0.310837117314,-1.49831480618
50,10,0.315853603036,-1.64408712868
50,10,0.321356475495,-1.83844967856
50,10,0.327383031578,-2.04866942
50,10,0.333976843391,-2.24372993565
50,10,0.341184957611,-2.53264101066
50,10,0.349063002302,-2.73544230286
50,10,0.357675230681,-3.10900981719
50,10,0.367094477355,-3.34201883785
50,10,0.37740562851,-3.79368634225
50,10,0.38870677281,-4.09899100084
50,10,0.401112619071,-4.61085989746
50,10,0.414761397259,-5.04860499437
50,10,0.429811432061,-5.5997650164
50,10,0.44645140029,-6.23848570423
50,10,0.464909039186,-6.82641154428
50,10,0.485456773983,-7.72017843493
50,10,0.508431313763,-8.40028742614
50,10,0.534239882921,-9.55630408396
50,10,0.563398126318,-10.4862995805
50,10,0.596542143353,-11.8503863108
50,10,0.634496727746,-13.3029457374
50,10,0.678323573858,-14.8371532151
50,10,0.729427929238,-17.0910839568
50,10,0.78970260095,-19.0567490984
50,10,0.861762510661,-22.1251640537
50,10,0.949324446333,-25.4455618721
50,10,1.05785567706,-29.2244551208
50,10,1.19573958686,-34.6808004018
50,12,0.27917407499,-0.0382294878816
50,12,0.279451683629,-0.113857481725
50,12,0.280002890279,-0.195719597477
50,12,0.280836291645,-0.267315629302
50,12,0.281952469739,-0.363314217258
50,12,0.283358874749,-0.429212519192
50,12,0.285062392354,-0.545958980049
50,12,0.287071623637,-0.607665386564
50,12,0.289397467096,-0.748384633801
50,12,0.292050252343,-0.812617167863
50,12,0.295048325875,-0.975105401246
50,12,0.298404314721,-1.05325870246
50,12,0.302139429488,-1.23294756796
50,12,0.306275480297,-1.34087964806
50,12,0.310837117314,-1.53045813886
50,12,0.315853603036,-1.68542130074
50,12,0.321356475495,-1.8800528668
50,12,0.327383031578,-2.09801256462
50,12,0.333976843391,-2.29914726878
50,12,0.341184957611,-2.58913276817
50,12,0.349063002302,-2.81058557548
50,12,0.357675230681,-3.17179064808
50,12,0.367094477355,-3.44366184456
50,12,0.37740562851,-3.8642079497
50,12,0.38870677281,-4.23250750389
50,12,0.401112619071,-4.69632338531
50,12,0.414761397259,-5.21388919166
50,12,0.429811432061,-5.71925330985
50,12,0.44645140029,-6.42596783724
50,12,0.464909039186,-7.01701114833
50,12,0.485456773983,-7.91147764508
50,12,0.508431313763,-8.71397669573
50,12,0.534239882921,-9.74319487348
50,12,0.563398126318,-10.965003211
50,12,0.596542143353,-12.0935539729
50,12,0.634496727746,-13.9235529425
50,12,0.678323573858,-15.35552607
50,12,0.729427929238,-17.742864232
50,12,0.78970260095,-20.2048642261
50,12,0.861762510661,-22.9007869116
50,12,0.949324446333,-27.2287963155
50,12,1.05785567706,-31.2134475739
50,12,1.19573958686,-36.5713214506
45,10,0.27918325152,-0.0422614499002
45,10,0.279523380469,-0.128531166118
45,10,0.280206506852,-0.212114001218
45,10,0.281235501345,-0.308273342745
45,10,0.28262010936,-0.389974704926
45,10,0.28436492354,-0.503765268485
45,10,0.286482562159,-0.586702628787
45,10,0.288987363275,-0.721884899704
45,10,0.291895957979,-0.813853165984
45,10,0.295224986117,-0.969622556231
45,10,0.299000255315,-1.08491731392
45,10,0.30324585998,-1.2568670432
45,10,0.307996204444,-1.41328108808
45,10,0.31328571054,-1.5957650973
45,10,0.319156243727,-1.8132942052
45,10,0.325653699784,-2.00518475884
45,10,0.332836577452,-2.29914726878
45,10,0.34076567726,-2.51033399216
45,10,0.349521863825,-2.88621356932
45,10,0.359187747801,-3.14674261715
45,10,0.36986368901,-3.59459386459
45,10,0.381675896468,-3.95870152336
45,10,0.394762565134,-4.45460578599
45,10,0.409296946324,-4.99867132643
45,10,0.425480363573,-5.52102037169
45,10,0.443557148017,-6.32265906266
45,10,0.463829569401,-6.89273961597
45,10,0.486664723944,-7.9902222898
45,10,0.512522619688,-8.7378953508
45,10,0.541979115635,-10.0820937477
45,10,0.575772430171,-11.3051380834
45,10,0.614858672856,-12.7855948159
45,10,0.660502603246,-14.8944520211
45,10,0.714404868271,-16.610927803
45,10,0.778918825665,-19.8143117847
45,10,0.857393624541,-22.6370854413
45,10,0.954741863722,-26.7464913129
45,10,1.07851297884,-32.0407248192
60,10,0.279164896272,-0.0317796609259
60,10,0.279355323497,-0.0953667201894
60,10,0.279738470987,-0.159814139127
60,10,0.280316633968,-0.225336802614
60,10,0.281087519401,-0.292309528927
60,10,0.282059728368,-0.361164548329
60,10,0.283231541092,-0.43297546503
60,10,0.284609267804,-0.506291396032
60,10,0.286198070028,-0.585412499362
60,10,0.288001389511,-0.664802618872
60,10,0.290029547115,-0.753813347512
60,10,0.292287713115,-0.840298768776
60,10,0.29478391096,-0.942586430116
60,10,0.297530758924,-1.03745564222
60,10,0.300535142689,-1.15651334575
60,10,0.303813120088,-1.2619192983
60,10,0.307375596181,-1.40048887661
60,10,0.311238044605,-1.51933087509
60,10,0.315417116143,-1.68036822547
60,10,0.319933439392,-1.81705715103
60,10,0.324804238396,-2.00271194243
60,10,0.330058758151,-2.16433981614
60,10,0.335720511051,-2.37493519602
60,10,0.341814742404,-2.57064200664
60,10,0.348379304847,-2.80682344981
60,10,0.355450331244,-3.04827121278
60,10,0.363066256247,-3.30992963647
60,10,0.371277557335,-3.61141803808
60,10,0.380132401447,-3.90032829293
60,10,0.389696752826,-4.27529337911
60,10,0.400034873441,-4.59951774882
60,10,0.411225890625,-5.05914091465
60,10,0.423358716512,-5.43641724351
60,10,0.436539452271,-5.98488956425
60,10,0.450885716778,-6.44972573875
60,10,0.466535696239,-7.08172758345
60,10,0.483658051517,-7.6897558216
60,10,0.50243802862,-8.39335287795
60,10,0.52311138167,-9.21767422588
60,10,0.545948838004,-9.99286813423
60,10,0.571280192579,-11.1033579044
60,10,0.599508670101,-12.006586291
60,10,0.631124683254,-13.4261961565
60,10,0.666747107393,-14.644188237
60,10,0.707141117234,-16.3018610187
60,10,0.753296097654,-18.1971669467
60,10,0.806491126571,-20.003298932
60,10,0.8684050758,-22.93669237
60,10,0.94131677057,-25.2400187473
60,10,1.0283659058,-28.9085070995
60,10,1.1340086081,-33.145141221
