group,group_path_index,energy_gev,phase_deg,pdf_path_index,pdf_x_pt,pdf_y_pt,pdf_radius_x_pt,pdf_radius_y_pt
light_pink,0,0.2791764875994426,-0.03229906194228325,65,44.739999771118164,152.42799377441406,3.9590015411376953,3.9589996337890625
light_pink,1,0.2794515102287906,-0.09701624598933259,66,44.96699905395508,152.9980010986328,3.9589996337890625,3.9589996337890625
light_pink,2,0.2800051927844089,-0.1651385490331823,67,45.42399978637695,153.5979995727539,3.9589996337890625,3.9569931030273438
light_pink,3,0.28083753295543523,-0.22917401630320752,68,46.111000061035156,154.16200256347656,3.9589996337890625,3.9589996337890625
light_pink,4,0.28195458982225713,-0.3054708571167864,69,47.03300094604492,154.83399963378906,3.9589996337890625,3.9589996337890625
light_pink,5,0.2833599960600725,-0.3684841823323154,70,48.19300079345703,155.38899993896484,3.9589996337890625,3.9590072631835938
light_pink,6,0.2850646543161995,-0.45806453874394415,71,49.599998474121094,156.17799377441406,3.9589996337890625,3.9589996337890625
light_pink,7,0.287073417401017,-0.5218739220510681,72,51.257999420166016,156.74000549316406,3.957000732421875,3.9589996337890625
light_pink,8,0.2893996097453084,-0.6274629287246831,73,53.178001403808594,157.6699981689453,3.9589996337890625,3.9589996337890625
light_pink,9,0.2920517075912022,-0.6959256570460048,74,55.367000579833984,158.2729949951172,3.957000732421875,3.957000732421875
light_pink,10,0.2950503099633262,-0.8190002226281452,75,57.84199905395508,159.35699462890625,3.9589996337890625,3.9589996337890625
light_pink,11,0.2984051132389898,-0.8980221981056604,76,60.611000061035156,160.05299377441406,3.9589996337890625,3.9589996337890625
light_pink,12,0.3021391336045619,-1.0381284222263634,77,63.69300079345703,161.28700256347656,3.9589996337890625,3.9589996337890625
light_pink,13,0.30627538955727335,-1.136338082999764,78,67.10700035095215,162.1520004272461,3.9590015411376953,3.9569931030273438
light_pink,14,0.31083811510781173,-1.2918275450406342,79,70.87300109863281,163.52149963378906,3.9589996337890625,3.95849609375
light_pink,15,0.3158551723203386,-1.4199539177938099,80,75.01399993896484,164.64999389648438,3.9589996337890625,3.9589996337890625
light_pink,16,0.32135927606939435,-1.5887840660900152,81,79.55699920654297,166.13699340820312,3.9589996337890625,3.957000732421875
light_pink,17,0.32738313891865733,-1.7584094062557356,82,84.52899932861328,167.63099670410156,3.9589996337890625,3.9589996337890625
light_pink,18,0.3339764351595114,-1.9406374114645617,83,89.97100067138672,169.23600006103516,3.9589996337890625,3.9590072631835938
