group,group_path_index,f00_s3,f11_s3,pdf_path_index,pdf_x_pt,pdf_y_pt,pdf_radius_x_pt,pdf_radius_y_pt
chiral_only_green,109,0.07677887371368511,-0.005282005713180579,109,837.323974609375,529.1129760742188,3.96099853515625,3.96099853515625
chiral_only_green,110,0.07822679454465807,-0.005338993769825547,110,851.875,533.666015625,3.96099853515625,3.9630126953125
chiral_only_green,111,0.07967585717323604,-0.005390987149548591,111,866.4375,537.8200073242188,3.96051025390625,3.96099853515625
chiral_only_green,112,0.08112491980181401,-0.00543599653777267,112,881.0,541.416015625,3.96099853515625,3.9630126953125
gauge_cyan,0,0.0014492124895136202,0.00016598860757076838,113,80.29100036621094,93.84749984741211,3.8889999389648438,3.8904991149902344
gauge_cyan,1,0.0028970813170717314,7.898020686108572e-05,114,94.84150314331055,100.79900360107422,3.888500213623047,3.8889999389648438
gauge_cyan,2,0.004346193291955768,-7.020501736739168e-06,115,109.40449905395508,107.66999816894531,3.888500213623047,3.8889999389648438
gauge_cyan,3,0.005795007291068552,-9.402264764108407e-05,116,123.9645004272461,114.62100219726562,3.8905029296875,3.8909988403320312
gauge_cyan,4,0.007243124748091848,-0.0001820072754495132,117,138.5175018310547,121.6505012512207,3.8885040283203125,3.888500213623047
gauge_cyan,5,0.008692186617495878,-0.00027101196174065867,118,153.07999420166016,128.7614974975586,3.8889999389648438,3.8904953002929688
gauge_cyan,6,0.010141051101675638,-0.00035802041019694696,119,167.6405029296875,135.71300506591797,3.8905029296875,3.8889999389648438
gauge_cyan,7,0.011589167799524996,-0.0004500102620187942,120,182.19349670410156,143.0625,3.8885040283203125,3.8905029296875
gauge_cyan,8,0.013038032283704754,-0.0005370123124299279,121,196.7540054321289,150.01349639892578,3.8909988403320312,3.8884963989257812
gauge_cyan,9,0.014487094153108783,-0.0006270058786703122,122,211.31649780273438,157.20349884033203,3.8905029296875,3.8904953002929688
gauge_cyan,10,0.015935161504652073,-0.000720015884468087,123,225.8689956665039,164.6344985961914,3.8889999389648438,3.8884963989257812
gauge_cyan,11,0.017384025988831833,-0.0008090018063432192,124,240.42950439453125,171.7439956665039,3.8905029296875,3.8889999389648438
gauge_cyan,12,0.01883214268668119,-0.0008980128429329138,125,254.9824981689453,178.85549926757812,3.8885040283203125,3.8905029296875
gauge_cyan,13,0.02028100641168701,-0.0009900026947547611,126,269.5429992675781,186.20499420166016,3.8909912109375,3.8889999389648438
gauge_cyan,14,0.02173006904026498,-0.001081016414971073,127,284.1054992675781,193.47650146484375,3.8905029296875,3.8905029296875
gauge_cyan,15,0.02317798683454219,-0.0011740139111581724,128,298.656494140625,200.90650177001953,3.8905029296875,3.8904953002929688
gauge_cyan,16,0.02462700087598803,-0.0012649962141079787,129,313.218505859375,208.17549896240234,3.8905029296875,3.8904953002929688
gauge_cyan,17,0.026076112091698127,-0.001354007155204462,130,327.781494140625,215.28699493408203,3.8905029296875,3.8889999389648438
gauge_cyan,18,0.02752398129884321,-0.0014490074305113902,131,342.3320007324219,222.87700653076172,3.8909912109375,3.8889999389648438
gauge_cyan,19,0.02897304392742118,-0.0015429998704666436,132,356.8945007324219,230.3864974975586,3.8905029296875,3.8904953002929688
gauge_cyan,20,0.030422106555999147,-0.0016350211395549964,133,371.4570007324219,237.7385025024414,3.8909912109375,3.8904953002929688
gauge_cyan,21,0.03186997576314423,-0.0017280123331901525,134,386.00750732421875,245.16799926757812,3.8905029296875,3.8910064697265625
gauge_cyan,22,0.03331908697885432,-0.0018200022805052109,135,400.57049560546875,252.5175018310547,3.8905029296875,3.8885040283203125
gauge_cyan,23,0.03476810102030017,-0.001917005048452334,136,415.13250732421875,260.2675018310547,3.8905029296875,3.8885040283203125
gauge_cyan,24,0.03621601881457737,-0.002011003790959531,137,429.6835021972656,267.7774963378906,3.8905029296875,3.8905029296875
gauge_cyan,25,0.03766508144315534,-0.0021060038752800363,138,444.2460021972656,275.36749267578125,3.8909912109375,3.8905029296875
gauge_cyan,26,0.03911394516816116,-0.0022000215254430635,139,458.80650329589844,282.8789978027344,3.8885040283203125,3.8909912109375
gauge_cyan,27,0.040562061866010524,-0.0022969992741688353,140,473.3594970703125,290.6269989013672,3.8905029296875,3.8889923095703125
gauge_cyan,28,0.04201112449458849,-0.00239199324692382,141,487.9219970703125,298.2165069580078,3.8909912109375,3.8885040283203125
gauge_cyan,29,0.04345998821959431,-0.0024910048100630815,142,502.4824981689453,306.1269989013672,3.8885040283203125,3.8889923095703125
gauge_cyan,30,0.04490810795413943,-0.0025839960991914488,143,517.0355224609375,313.55650329589844,3.8905029296875,3.8885040283203125
gauge_cyan,31,0.04635691853696949,-0.0026850103459573277,144,531.5954895019531,321.6269989013672,3.888519287109375,3.8889923095703125
gauge_cyan,32,0.04780603278937534,-0.0027790029768990036,145,546.1585083007812,329.1365051269531,3.88848876953125,3.8905029296875
gauge_cyan,33,0.04925390199652042,-0.0028770070866594357,146,560.7090148925781,336.9665069580078,3.889007568359375,3.8885040283203125
gauge_cyan,34,0.05070296158840263,-0.002975993630577346,147,575.271484375,344.875,3.88848876953125,3.8909912109375
gauge_cyan,35,0.052152027253676354,-0.0030750051937166074,148,589.8340148925781,352.7854919433594,3.889007568359375,3.8905029296875
gauge_cyan,36,0.05359989342412568,-0.0031750119871036568,149,604.3844909667969,360.77549743652344,3.888519287109375,3.8885040283203125
gauge_cyan,37,0.055049007676531536,-0.003273992419456046,150,618.947509765625,368.6835021972656,3.88848876953125,3.8905029296875
gauge_cyan,38,0.05649687688367662,-0.003372997871029787,151,633.4980163574219,376.593505859375,3.889007568359375,3.8905029296875
gauge_cyan,39,0.057945936475558825,-0.003474012117795666,152,648.0604858398438,384.66400146484375,3.88848876953125,3.8909912109375
gauge_cyan,40,0.059395002140832556,-0.0035760026871535025,153,662.6230163574219,392.8125,3.889007568359375,3.8905029296875
gauge_cyan,41,0.06084291689841401,-0.003677993256511339,154,677.1739807128906,400.96099853515625,3.889007568359375,3.8909912109375
gauge_cyan,42,0.06229198256368773,-0.0037810101869038353,155,691.7365112304688,409.1914978027344,3.88848876953125,3.8905029296875
gauge_cyan,43,0.06374084477034568,-0.003888013576893737,156,706.2969970703125,417.74049377441406,3.8909912109375,3.8885040283203125
gauge_cyan,44,0.06518891136271503,-0.003987995351059435,157,720.8494873046875,425.72850036621094,3.88848876953125,3.8885040283203125
gauge_cyan,45,0.06663797702798875,-0.004092996057422719,158,735.4120178222656,434.11749267578125,3.889007568359375,3.8905029296875
gauge_cyan,46,0.06808683619795093,-0.0042030034728525465,159,749.9724731445312,442.906494140625,3.8905029296875,3.8905029296875
gauge_cyan,47,0.06953495745084393,-0.0043089994094636175,160,764.5255126953125,451.375,3.88848876953125,3.8909912109375
gauge_cyan,48,0.07098381965750188,-0.004420008166706754,161,779.0859985351562,460.24400329589844,3.8909912109375,3.8889923095703125
gauge_cyan,49,0.07243288228607984,-0.004529020351888794,162,793.6484985351562,468.9534912109375,3.8905029296875,3.8905029296875
gauge_cyan,50,0.07388100050227708,-0.004644985779755772,163,808.2015075683594,478.218505859375,3.888519287109375,3.8905029296875
gauge_cyan,51,0.07532981108510713,-0.004759010785569876,164,822.761474609375,487.3284912109375,3.8905029296875,3.8905029296875
gauge_cyan,52,0.07677892837420874,-0.004877010027850343,165,837.3245239257812,496.75599670410156,3.8905029296875,3.8889923095703125
gauge_cyan,53,0.07822679454465807,-0.004995985592722768,166,851.875,506.2615051269531,3.8909912109375,3.8905029296875
gauge_cyan,54,0.07967585717323604,-0.00512399195058438,167,866.4375,516.488525390625,3.8905029296875,3.8905029296875
gauge_cyan,55,0.08112491980181401,-0.005252992965734511,168,881.0,526.7950134277344,3.8909912109375,3.889007568359375
gauge_cyan,56,0.0014492124895136202,-0.0005060152160538054,169,80.29100036621094,147.53699493408203,3.8889999389648438,3.8889999389648438
gauge_cyan,57,0.0028970813170717314,-0.0006120174552168205,170,94.84150314331055,156.0060043334961,3.888500213623047,3.8889999389648438
gauge_cyan,58,0.004346193291955768,-0.000728013918377459,171,109.40449905395508,165.27349853515625,3.888500213623047,3.8905029296875
gauge_cyan,59,0.005795007291068552,-0.0008410002445326505,172,123.9645004272461,174.30049896240234,3.8905029296875,3.8904953002929688
gauge_cyan,60,0.007243124748091848,-0.0009550254413331772,173,138.5175018310547,183.4104995727539,3.8885040283203125,3.8904953002929688
gauge_cyan,61,0.008692186617495878,-0.0010660090838617512,174,153.07999420166016,192.27749633789062,3.8889999389648438,3.8905029296875
gauge_cyan,62,0.010141051101675638,-0.0011750152529714812,175,167.6405029296875,200.98650360107422,3.8905029296875,3.8884963989257812
gauge_cyan,63,0.011589167799524996,-0.0012820186429613825,176,182.19349670410156,209.5354995727539,3.8885040283203125,3.8904953002929688
gauge_cyan,64,0.013038032283704754,-0.0013920260583912098,177,196.7540054321289,218.32450103759766,3.8909988403320312,3.8904953002929688
gauge_cyan,65,0.014487094153108783,-0.0014989981266078168,178,211.31649780273438,226.8709945678711,3.8905029296875,3.8909988403320312
gauge_cyan,66,0.015935161504652073,-0.0016040177406269306,179,225.8689956665039,235.2614974975586,3.8889999389648438,3.8904953002929688
gauge_cyan,67,0.017384025988831833,-0.0017100198842967345,180,240.42950439453125,243.73049926757812,3.8905029296875,3.8905029296875
gauge_cyan,68,0.01883214268668119,-0.0018130118909610912,181,254.9824981689453,251.9590072631836,3.8885040283203125,3.8889999389648438
gauge_cyan,69,0.02028100641168701,-0.0019180063902656426,182,269.5429992675781,260.3475036621094,3.8909912109375,3.8905029296875
gauge_cyan,70,0.02173006904026498,-0.0020199969596234792,183,284.1054992675781,268.4960021972656,3.8905029296875,3.8909912109375
gauge_cyan,71,0.02317798683454219,-0.002121011206389358,184,298.656494140625,276.5664978027344,3.8905029296875,3.8905029296875
gauge_cyan,72,0.02462700087598803,-0.0022229956641816742,185,313.218505859375,284.7145080566406,3.8905029296875,3.8905029296875
