drawing_index,epsilon,color,role,x,y,pdf_x,pdf_y,pdf_marker_radius
541,0.0006,purple,boundary_sample,0.020500270267833395,-0.0015709742892170866,170.8144989013672,189.92799377441406,2.376495361328125
542,0.0006,purple,boundary_sample,0.021184505594701343,-0.001612007964706263,174.32200622558594,191.52149963378906,2.3769989013671875
543,0.0006,purple,boundary_sample,0.02186727641245615,-0.0016470157817679266,177.82200622558594,192.88099670410156,2.3769989013671875
544,0.0006,purple,boundary_sample,0.022550047230210958,-0.0016889633948355062,181.32200622558594,194.50999450683594,2.3769989013671875
545,0.0006,purple,boundary_sample,0.02323437780970415,-0.0017370398120079595,184.8300018310547,196.3769989013672,2.3769989013671875
546,0.0006,purple,boundary_sample,0.02391714862745896,-0.0017779831153376204,188.3300018310547,197.9669952392578,2.3769989013671875
547,0.0006,purple,boundary_sample,0.02460030938564836,-0.0018180124810888779,191.83200073242188,199.52149963378906,2.378997802734375
548,0.0006,purple,boundary_sample,0.025284250024706956,-0.0018589944872781572,195.33799743652344,201.11299896240234,2.3769989013671875
549,0.0006,purple,boundary_sample,0.025967020842461767,-0.001899989459907715,198.83799743652344,202.7050018310547,2.3769989013671875
550,0.0006,purple,boundary_sample,0.026650571541085764,-0.001940031399176818,202.3419952392578,204.25999450683594,2.3769989013671875
551,0.0006,purple,boundary_sample,0.027334123728032036,-0.001979970785690993,205.84600067138672,205.81100463867188,2.3770065307617188
552,0.0006,purple,boundary_sample,0.028017675914978304,-0.0020130086861364373,209.35000610351562,207.09400177001953,2.3769989013671875
553,0.0006,purple,boundary_sample,0.02870112838433252,-0.002052986382587798,212.85350036621094,208.64649963378906,2.376495361328125
554,0.0006,purple,boundary_sample,0.029384289142521926,-0.0020920114386011367,216.35549926757812,210.16200256347656,2.3784942626953125
555,0.0006,purple,boundary_sample,0.030067351671441544,-0.002135967671144554,219.85699462890625,211.86900329589844,2.3769989013671875
556,0.0006,purple,boundary_sample,0.030750903858387815,-0.002176009610413657,223.36100006103516,213.4239959716797,2.3770065307617188
557,0.0006,purple,boundary_sample,0.03143445604533408,-0.0022170562523431115,226.86500549316406,215.01800537109375,2.3769989013671875
558,0.0006,purple,boundary_sample,0.03211722686308889,-0.002250042483488659,230.36500549316406,216.2989959716797,2.3769989013671875
559,0.0006,purple,boundary_sample,0.032801557442582084,-0.002287960284086718,233.8730010986328,217.77149963378906,2.3769989013671875
560,0.0006,purple,boundary_sample,0.03348432826033689,-0.002326985340100057,237.3730010986328,219.28700256347656,2.3769989013671875
561,0.0006,purple,boundary_sample,0.0341670990780917,-0.0023650188563545385,240.8730010986328,220.76399993896484,2.3769989013671875
562,0.0006,purple,boundary_sample,0.03485142965758489,-0.0024030268326508965,244.38099670410156,222.24000549316406,2.3769989013671875
563,0.0006,purple,boundary_sample,0.0355342004753397,-0.002440957206766801,247.88099670410156,223.71299743652344,2.3769989013671875
564,0.0006,purple,boundary_sample,0.03621697129309451,-0.002478977953042221,251.38099670410156,225.1894989013672,2.3769989013671875
565,0.0006,purple,boundary_sample,0.0369013018725877,-0.002516998699317641,254.8889923095703,226.66600036621094,2.3769989013671875
566,0.0006,purple,boundary_sample,0.03758407269034251,-0.0025530108261172233,258.3889923095703,228.0644989013672,2.3769989013671875
567,0.0006,purple,boundary_sample,0.038267623388966505,-0.0025900272626547243,261.8929901123047,229.5019989013672,2.3769989013671875
568,0.0006,purple,boundary_sample,0.038951078834965264,-0.0026240181964606235,265.39649963378906,230.82200622558594,2.3765106201171875
569,0.0006,purple,boundary_sample,0.039634534280964015,-0.0026580346702246463,268.90000915527344,232.14300537109375,2.3769989013671875
570,0.0006,purple,boundary_sample,0.04031730509871882,-0.002688008168617654,272.40000915527344,233.30699920654297,2.3769989013671875
571,0.0006,purple,boundary_sample,0.04100124573777742,-0.002726016144914012,275.906005859375,234.7830047607422,2.378997802734375
572,0.0002,brown,boundary_sample,0.00037345455146233766,4.3972272098490995e-05,67.64099884033203,127.21299743652344,2.378997802734375
573,0.0002,brown,boundary_sample,0.0007456623703789202,2.0024140979955195e-05,69.54899978637695,128.14300155639648,2.377002716064453
